구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,캔류,합성,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,분리배출
서울,중구,처리방법,재활용,283.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4,140.5,10.5,1.8,0.4,0.8,0,0,0,0,0,0.4,22,0,0,0,0,0,106.8
서울,용산구,발생량,발생량,240.1,81.3,81.3,0,26.5,4.3,0.9,4.5,45.1,0,0,0,0,0,0,87.7,57.4,6.5,2.7,9.5,0.2,0,0.7,0.2,0,0,0,8.1,1,0,0,1.4,0,71.1
서울,용산구,처리방법,매립,9.2,9.2,9.2,0,3.2,0.3,0,0.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,소각,72.1,72.1,72.1,0,23.3,4,0.9,4,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,재활용,158.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7,57.4,6.5,2.7,9.5,0.2,0,0.7,0.2,0,0,0,8.1,1,0,0,1.4,0,71.1
서울,성동구,발생량,발생량,235.7,78,77.1,0,35.2,1.1,1.5,28.1,11.2,0.9,0,0.1,0.1,0.7,0,70.8,33,10.3,7.2,0,12.7,0,1,0.1,0,0,0.2,4.1,0.4,0,0.6,0.4,0.8,86.9
서울,성동구,처리방법,매립,23.7,23.7,22.8,0,9,0.4,0.4,7.1,5.9,0.9,0,0.1,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,소각,54.3,54.3,54.3,0,26.2,0.7,1.1,21,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,재활용,157.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,33,10.3,7.2,0,12.7,0,1,0.1,0,0,0.2,4.1,0.4,0,0.6,0.4,0.8,86.9
서울,광진구,발생량,발생량,300.2,83.8,77,0,29.3,1.8,1.7,21.4,22.8,6.8,0.7,0.8,1.5,3.8,0,118.2,67.1,13.7,1.6,11.4,8.9,0,0.5,0,0,0,0.2,10.5,0.3,0,0,0,4,98.2
서울,광진구,처리방법,매립,27.6,27.6,25.3,0,9.8,0.4,0.4,7.2,7.5,2.3,0.1,0.1,0.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,소각,56.2,56.2,51.7,0,19.5,1.4,1.3,14.2,15.3,4.5,0.6,0.7,0.7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,재활용,216.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2,67.1,13.7,1.6,11.4,8.9,0,0.5,0,0,0,0.2,10.5,0.3,0,0,0,4,98.2
서울,동대문구,발생량,발생량,381.7,110.9,107.5,0,49.7,7.8,9,26.1,14.9,3.4,0,0,0,3.4,0,169.7,86,35.1,27.8,3.6,8.4,0,0.2,0,0,0,0.1,2.4,0,0,1.2,0,4.9,101.1
서울,동대문구,처리방법,매립,21.1,21.1,17.7,0,4.8,3.9,4.5,1,3.5,3.4,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,소각,89.8,89.8,89.8,0,44.9,3.9,4.5,25.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,재활용,270.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,86,35.1,27.8,3.6,8.4,0,0.2,0,0,0,0.1,2.4,0,0,1.2,0,4.9,101.1
서울,중랑구,발생량,발생량,363,102.4,85.9,0,11.1,0.3,3.8,17.6,53.1,16.5,13.1,1.8,0,1.6,0,165.9,84.6,37.7,20.8,0.9,4.4,0,0,0.1,0,0,0.1,2.8,0.1,0,0,0,14.4,94.7
서울,중랑구,처리방법,매립,14.5,14.5,4.8,0,0.2,0.3,3.8,0.3,0.2,9.7,7.9,0.2,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,소각,87.9,87.9,81.1,0,10.9,0,0,17.3,52.9,6.8,5.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,재활용,260.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.9,84.6,37.7,20.8,0.9,4.4,0,0,0.1,0,0,0.1,2.8,0.1,0,0,0,14.4,94.7
서울,성북구,발생량,발생량,339,108.5,103.3,12.8,38.2,17.6,1.5,8.1,25.1,5.2,0,0,0,5.2,0,126.4,78.6,6.9,5.4,13.7,5.3,0,0.1,0.1,0,0,0.1,0,1,0,15,0.2,0,104.1
서울,성북구,처리방법,매립,17.9,17.9,12.7,1.8,3.8,1.7,0.4,0.7,4.3,5.2,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,소각,90.6,90.6,90.6,11,34.4,15.9,1.1,7.4,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,재활용,230.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4,78.6,6.9,5.4,13.7,5.3,0,0.1,0.1,0,0,0.1,0,1,0,15,0.2,0,104.1
서울,강북구,발생량,발생량,228.3,77.5,74.9,4.5,39,3.5,0.5,17.8,9.6,2.6,0.8,0.9,0.3,0.6,0,62.8,4.3,20.5,6.3,11.5,13.5,0,0.3,0.2,0,0,1.9,3.3,0.3,0,0,0.5,0.2,88
서울,강북구,처리방법,매립,11.5,11.5,10.5,0.6,5.2,0.7,0.2,1.8,2,1,0.3,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,소각,66,66,64.4,3.9,33.8,2.8,0.3,16,7.6,1.6,0.5,0.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,재활용,150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,4.3,20.5,6.3,11.5,13.5,0,0.3,0.2,0,0,1.9,3.3,0.3,0,0,0.5,0.2,88
서울,도봉구,발생량,발생량,289.2,65.9,57.4,0,20,3,0.5,0.8,33.1,8.5,4.7,0,3,0.8,0,129.3,116.5,3,0.1,7.8,1.2,0,0.6,0,0,0,0,0.1,0,0,0,0,0,94
서울,도봉구,처리방법,매립,8.5,8.5,0,0,0,0,0,0,0,8.5,4.7,0,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,소각,57.4,57.4,57.4,0,20,3,0.5,0.8,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,재활용,223.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.3,116.5,3,0.1,7.8,1.2,0,0.6,0,0,0,0,0.1,0,0,0,0,0,94
서울,노원구,발생량,발생량,453.9,110.1,109,0,28,9,1.1,1.1,69.8,1.1,0,0,0,1.1,0,185.5,78.7,10.1,10.8,28.5,31.5,0,0.1,0.1,0,0,0.2,0.1,0,8.8,15,0,1.6,158.3
서울,노원구,처리방법,매립,7,7,5.9,0,0,0,0,0,5.9,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,소각,103.1,103.1,103.1,0,28,9,1.1,1.1,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,재활용,343.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.5,78.7,10.1,10.8,28.5,31.5,0,0.1,0.1,0,0,0.2,0.1,0,8.8,15,0,1.6,158.3
서울,은평구,발생량,발생량,219.7,67,67,0,16.5,15.1,7.7,5.5,22.2,0,0,0,0,0,0,61.9,10,6.1,4.5,12,3.6,0,0.3,0,0,0,0.1,12.8,2.5,0,8.8,0.8,0.4,90.8
서울,은평구,처리방법,매립,26.2,26.2,26.2,0,8,2.1,4.5,2.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,소각,40.8,40.8,40.8,0,8.5,13,3.2,3,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,재활용,152.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,10,6.1,4.5,12,3.6,0,0.3,0,0,0,0.1,12.8,2.5,0,8.8,0.8,0.4,90.8
서울,서대문구,발생량,발생량,282.9,92,91.1,0,7.9,1.6,2.7,3.7,75.2,0.9,0,0,0,0.9,0,112.3,53.3,21.2,2,5.1,6,0,0,5.7,0,0,0.3,18.7,0,0,0,0,0,78.6
서울,서대문구,처리방법,매립,10.4,10.4,9.5,0,0.7,0.3,0.4,0.9,7.2,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,소각,81.6,81.6,81.6,0,7.2,1.3,2.3,2.8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,재활용,190.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3,53.3,21.2,2,5.1,6,0,0,5.7,0,0,0.3,18.7,0,0,0,0,0,78.6
서울,마포구,발생량,발생량,452,126.3,122.3,4,76.7,2.3,1.7,21.9,15.7,4,0.8,0.4,0.3,2.5,0,185.6,78.4,16,9.6,21,15,0,0.1,0.1,0,0,0.9,18.6,16.7,0,0,0,9.2,140.1
서울,마포구,처리방법,매립,12.3,12.3,11.8,0.5,6.8,0.5,0.2,2.4,1.4,0.5,0.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,소각,114,114,110.5,3.5,69.9,1.8,1.5,19.5,14.3,3.5,0.6,0.4,0.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,재활용,325.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.6,78.4,16,9.6,21,15,0,0.1,0.1,0,0,0.9,18.6,16.7,0,0,0,9.2,140.1
서울,양천구,발생량,발생량,297.4,90.7,90.7,0,0,0,0,0,90.7,0,0,0,0,0,0,96.2,86,3.4,2.1,0.8,0.6,0,0.3,0.1,0,0,0.1,0.1,1,0,0,0,1.7,110.5
서울,양천구,처리방법,매립,13,13,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,소각,77.7,77.7,77.7,0,0,0,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,재활용,206.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.2,86,3.4,2.1,0.8,0.6,0,0.3,0.1,0,0,0.1,0.1,1,0,0,0,1.7,110.5
서울,강서구,발생량,발생량,365,121.4,115.5,0,26.8,2,8.3,8,70.4,5.9,0.6,1.3,0.3,3.7,0,85,28.4,12.6,3.9,1,9.7,0,1.2,0.2,0,0,0.3,1.6,0,0,0.2,0,25.9,158.6
서울,강서구,처리방법,매립,19.3,19.3,15.9,0,4.5,2,2.3,3,4.1,3.4,0.1,0.2,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,소각,102.1,102.1,99.6,0,22.3,0,6,5,66.3,2.5,0.5,1.1,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,재활용,243.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,28.4,12.6,3.9,1,9.7,0,1.2,0.2,0,0,0.3,1.6,0,0,0.2,0,25.9,158.6
서울,구로구,발생량,발생량,290.1,132.3,132.3,0,31.1,12.1,5.9,15.6,67.6,0,0,0,0,0,0,57.6,6.5,4,0.5,34.1,4.1,0,0.3,0,0,0,0.1,3.9,4.1,0,0,0,0,100.2
서울,구로구,처리방법,매립,23.1,23.1,23.1,0,12.3,2.3,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,소각,109.2,109.2,109.2,0,18.8,9.8,4.4,11.1,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,재활용,157.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6,6.5,4,0.5,34.1,4.1,0,0.3,0,0,0,0.1,3.9,4.1,0,0,0,0,100.2
서울,금천구,발생량,발생량,232.9,67.9,65.9,0.1,2.2,0.1,0.3,1.3,61.9,2,0,0.1,0.6,1.3,0,102.5,31.7,13,6.6,20,10.6,0,0.9,0.1,0,0,0.7,6.1,1.9,0,8,0,2.9,62.5
서울,금천구,처리방법,매립,67.9,67.9,65.9,0.1,2.2,0.1,0.3,1.3,61.9,2,0,0.1,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,재활용,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5,31.7,13,6.6,20,10.6,0,0.9,0.1,0,0,0.7,6.1,1.9,0,8,0,2.9,62.5
서울,영등포구,발생량,발생량,339.5,123.3,111.4,0,95.3,2.9,4.5,3.2,5.5,11.9,3.5,3,4,1.4,0,69.1,5.8,18.6,6,9.3,8.9,0,0.4,0,0,0,0.1,8.6,0.5,0,10.6,0,0.3,147.1
서울,영등포구,처리방법,매립,24,24,20.1,0,16.2,0.9,1,1,1,3.9,1.5,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,소각,99.3,99.3,91.3,0,79.1,2,3.5,2.2,4.5,8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,재활용,216.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1,5.8,18.6,6,9.3,8.9,0,0.4,0,0,0,0.1,8.6,0.5,0,10.6,0,0.3,147.1
서울,동작구,발생량,발생량,278.7,80.3,80.2,0,0,0,0,0,80.2,0.1,0,0,0,0.1,0,96,32.4,13.7,6.3,10.2,7.2,0,1.8,0.1,0,0,0.1,6.3,1.2,0,0,0.3,16.4,102.4
서울,동작구,처리방법,매립,18.5,18.5,18.4,0,0,0,0,0,18.4,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,소각,61.8,61.8,61.8,0,0,0,0,0,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,재활용,198.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,32.4,13.7,6.3,10.2,7.2,0,1.8,0.1,0,0,0.1,6.3,1.2,0,0,0.3,16.4,102.4
서울,관악구,발생량,발생량,320.9,125.5,119.6,7.4,74.6,1.8,1.3,23.3,11.2,5.9,1.5,0.5,0.5,3.4,0,80.5,41.6,4.1,2.1,11.5,13,0,0.1,0,0,0,0.1,5,1.2,0,0,0.3,1.5,114.9
서울,관악구,처리방법,매립,96.1,96.1,91.6,5.7,57.1,1.4,1,17.8,8.6,4.5,1.1,0.4,0.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,소각,29.4,29.4,28,1.7,17.5,0.4,0.3,5.5,2.6,1.4,0.4,0.1,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,재활용,195.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,41.6,4.1,2.1,11.5,13,0,0.1,0,0,0,0.1,5,1.2,0,0,0.3,1.5,114.9
서울,서초구,발생량,발생량,486.2,134.9,129,0,51.9,12.6,15.7,39.5,9.3,5.9,1.9,2.6,1,0.4,0,164.4,69.1,46.5,2,31.5,9,0,1.1,0.1,0,0,0.1,5,0,0,0,0,0,186.9
서울,서초구,처리방법,매립,44.4,44.4,38.5,0,14.1,3.7,4.9,11.5,4.3,5.9,1.9,2.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,소각,90.5,90.5,90.5,0,37.8,8.9,10.8,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,재활용,351.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4,69.1,46.5,2,31.5,9,0,1.1,0.1,0,0,0.1,5,0,0,0,0,0,186.9
서울,강남구,발생량,발생량,657.2,218.4,207.4,9.9,131.7,4.4,1.1,19.7,40.6,11,4.4,1.1,1.1,4.4,0,198.3,32.1,40,13.9,11.1,31.8,0,0,0.7,0,0,2.1,8.1,1.5,0,26.7,1.1,29.2,240.5
서울,강남구,처리방법,매립,42.4,42.4,40.2,2,26.1,0.9,0.2,3.9,7.1,2.2,0.9,0.2,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,소각,176,176,167.2,7.9,105.6,3.5,0.9,15.8,33.5,8.8,3.5,0.9,0.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,재활용,438.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.3,32.1,40,13.9,11.1,31.8,0,0,0.7,0,0,2.1,8.1,1.5,0,26.7,1.1,29.2,240.5
서울,송파구,발생량,발생량,521.1,141.9,120.4,9.3,58.5,13.2,9.5,9.5,20.4,21.5,7.5,7.9,0,6.1,0,162,69.7,25.3,11.8,10.9,24.4,0,0.3,0,0,0,0.1,12.8,2,0,0,0,4.7,217.2
서울,송파구,처리방법,매립,56.7,56.7,47.2,4.2,19,5.7,3.5,3.5,11.3,9.5,3.4,3.7,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,소각,85.2,85.2,73.2,5.1,39.5,7.5,6,6,9.1,12,4.1,4.2,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,재활용,379.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,69.7,25.3,11.8,10.9,24.4,0,0.3,0,0,0,0.1,12.8,2,0,0,0,4.7,217.2
서울,강동구,발생량,발생량,364.1,97,83.5,0,2.5,2.3,5,1.6,72.1,13.5,1.9,3.2,1.5,6.9,0,143.2,58,22.9,16.5,18.9,9,0,1,0.1,0,0,0.2,6.9,2.1,0,6.5,0.4,0.7,123.9
서울,강동구,처리방법,매립,36.8,36.8,28.4,0,2.2,0.8,0.9,0.9,23.6,8.4,1.8,1.5,1.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,소각,60.2,60.2,55.1,0,0.3,1.5,4.1,0.7,48.5,5.1,0.1,1.7,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,재활용,267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.2,58,22.9,16.5,18.9,9,0,1,0.1,0,0,0.2,6.9,2.1,0,6.5,0.4,0.7,123.9
부산,중구,발생량,발생량,77.1,50.6,44.6,4.6,18.9,0.7,0.8,12.1,7.5,6,1.3,0.9,0,3.8,0,12.5,6.2,1.7,0.5,0,1.6,0,0,0,0,0,0,1.6,0,0,0,0,0.9,14
부산,중구,처리방법,매립,6.2,6.2,3.8,0.3,0.9,0,0.3,1,1.3,2.4,0.5,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,소각,42,42,38.5,4.3,17,0.5,0.5,10.4,5.8,3.5,0.8,0.9,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,재활용,28.9,2.4,2.3,0,1,0.2,0,0.7,0.4,0.1,0,0,0,0.1,0,12.5,6.2,1.7,0.5,0,1.6,0,0,0,0,0,0,1.6,0,0,0,0,0.9,14
부산,서구,발생량,발생량,103.7,32.4,30.2,3.2,13.6,0.7,0.3,8.1,4.3,2.2,0.5,0.5,0,1.2,0,49.5,24.6,6.2,2.2,0,6.8,0,0,0,0,0,0,6.7,0,0,0,0,3,21.8
부산,서구,처리방법,매립,3,3,2.8,0.6,1.3,0,0,0.8,0.1,0.2,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,소각,26.3,26.3,24.4,2.6,11.1,0.4,0.3,6.4,3.6,1.9,0.4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,재활용,74.4,3.1,3,0,1.2,0.3,0,0.9,0.6,0.1,0,0,0,0.1,0,49.5,24.6,6.2,2.2,0,6.8,0,0,0,0,0,0,6.7,0,0,0,0,3,21.8
부산,동구,발생량,발생량,95.1,31.3,27.4,2.7,11.5,0.6,0.3,7.1,5.2,3.9,0.6,0.5,0,2.8,0,47.1,23.5,6,2.3,0,6,0,0,0,0,0,0,6.1,0,0,0,0,3.2,16.7
부산,동구,처리방법,매립,4.7,4.7,2.7,0.1,0.5,0,0.1,0.5,1.5,2,0.2,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,소각,23.5,23.5,21.6,2.6,9.8,0.3,0.2,5.7,3,1.9,0.4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,재활용,66.9,3.1,3.1,0,1.2,0.3,0,0.9,0.7,0,0,0,0,0,0,47.1,23.5,6,2.3,0,6,0,0,0,0,0,0,6.1,0,0,0,0,3.2,16.7
부산,영도구,발생량,발생량,120.7,31,27.4,2.7,11.8,0.6,0.4,7.2,4.7,3.6,0.7,0.6,0,2.3,0,64.4,32,8.4,3,0,8.2,0,0,0,0,0,0,8.4,0,0,0,0,4.4,25.3
부산,영도구,처리방법,매립,3.4,3.4,2,0.1,0.4,0,0.1,0.4,1,1.4,0.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,소각,25.4,25.4,23.4,2.6,10.6,0.4,0.3,6.2,3.3,2,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,재활용,91.9,2.2,2,0,0.8,0.2,0,0.6,0.4,0.2,0,0.1,0,0.1,0,64.4,32,8.4,3,0,8.2,0,0,0,0,0,0,8.4,0,0,0,0,4.4,25.3
부산,부산진구,발생량,발생량,275.6,72.7,64.6,0.3,20.2,2.5,0.8,16,24.8,8.1,1.8,0.1,0,6.2,0,129.1,64,17.8,5.9,0,18.8,0,0,0,0,0,0,14.7,0,0,0,0,7.9,73.8
부산,부산진구,처리방법,매립,13.6,13.6,5.7,0,0,0,0,0,5.7,7.9,1.8,0.1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,부산진구,처리방법,소각,2.1,2.1,1.9,0.3,0.7,0,0,0.6,0.3,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
