구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,금속캔,비닐류,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,재활용,분리배출
,,,,,,,,,,,,,,,,,,(배출,,,,,(합성수지류),스틱류,수지류,,,,,,,,폐기물,,,,잔재물,
시도,시군구,,,,,소계,음식물,종이류,나무류,고무,플라,기타,소계,유리류,금속류,토사류,기타,불명 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,채소류,,,피혁류,스틱류,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원,홍천군,발생량,발생량,51,33.7,33.1,0.9,7.7,0.2,9.3,13.9,1.1,0.6,0.1,0.1,0,0.4,0,4.8,1.4,1.2,0.3,0,1.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3,12.5
강원,홍천군,처리방법,매립,0.6,0.6,0,0,0,0,0,0,0,0.6,0.1,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,홍천군,처리방법,소각,44,33.1,33.1,0.9,7.7,0.2,9.3,13.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
강원,홍천군,처리방법,재활용,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1.4,1.2,0.3,0,1.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3,1.6
강원,횡성군,발생량,발생량,43.7,25.2,19.2,2.6,5.6,1.4,1.1,4,4.5,6,0.6,0.6,0.6,4.2,0,4.9,2.2,0.2,0.3,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,13.6
강원,횡성군,처리방법,매립,6.3,6.3,3.1,0.5,0.7,0.3,0.2,0.5,0.9,3.2,0.2,0.2,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,횡성군,처리방법,소각,16.9,16.9,14.6,2.1,4,1.1,0.9,3,3.5,2.3,0.3,0.3,0.3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,횡성군,처리방법,재활용,20.5,2,1.5,0,0.9,0,0,0.5,0.1,0.5,0.1,0.1,0,0.3,0,4.9,2.2,0.2,0.3,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,13.6
강원,영월군,발생량,발생량,33.9,17.9,16.2,1.2,5.5,0.6,1,4.5,3.4,1.7,0.7,0.4,0.2,0.4,0,8.6,0.3,0.9,0.2,0,0.8,0,0.2,0,0,0,0,0.1,0,4.3,1.7,0,0.1,0,7.4
강원,영월군,처리방법,매립,5.6,5.5,5,0.4,1.7,0.2,0.3,1.4,1,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
강원,영월군,처리방법,소각,12.4,12.4,11.2,0.8,3.8,0.4,0.7,3.1,2.4,1.2,0.5,0.3,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,영월군,처리방법,재활용,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0.3,0.9,0.2,0,0.8,0,0.2,0,0,0,0,0.1,0,4.3,1.7,0,0.1,0,7.3
강원,평창군,발생량,발생량,55.4,13.9,12.5,1,4.2,0.4,0.2,3.5,3.2,1.4,0.5,0.4,0.1,0.4,0,21.7,1.5,0.8,0.2,0,0.9,0,0.3,0,0,0,0,0.1,0,17.2,0,0,0,0.7,19.8
강원,평창군,처리방법,매립,3,3,2.7,0.2,0.9,0.1,0,0.8,0.7,0.3,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,평창군,처리방법,소각,7,7,6.2,0.5,2.1,0.2,0.1,1.7,1.6,0.8,0.3,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,평창군,처리방법,재활용,45.4,3.9,3.6,0.3,1.2,0.1,0.1,1,0.9,0.3,0.1,0.1,0,0.1,0,21.7,1.5,0.8,0.2,0,0.9,0,0.3,0,0,0,0,0.1,0,17.2,0,0,0,0.7,19.8
강원,정선군,발생량,발생량,30.4,22,20.2,2.9,4.9,1,2,3,6.4,1.8,0.3,0.1,0.9,0.5,0,1.2,0.1,0.4,0.2,0,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,7.2
강원,정선군,처리방법,매립,18.4,18.4,16.6,2.4,4,0.8,1.7,2.5,5.2,1.8,0.3,0.1,0.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,정선군,처리방법,소각,3.6,3.6,3.6,0.5,0.9,0.2,0.3,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,정선군,처리방법,재활용,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.1,0.4,0.2,0,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,7.2
강원,철원군,발생량,발생량,52,33.4,17.2,0.2,5.2,1.5,3.2,3.7,3.4,16.2,4.5,5.4,3.1,3.2,0,8,3.5,0.7,0.1,0.5,0.4,0,0,0,0,0,0,1.3,0,0,1.5,0,0,0,10.6
강원,철원군,처리방법,매립,29.4,20.2,4,0.2,0.5,0.1,0.2,0.9,2.1,16.2,4.5,5.4,3.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
강원,철원군,처리방법,소각,13.2,13.2,13.2,0,4.7,1.4,3,2.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,철원군,처리방법,재활용,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5,0.7,0.1,0.5,0.4,0,0,0,0,0,0,1.3,0,0,1.5,0,0,0,1.4
강원,화천군,발생량,발생량,44.9,35,25.9,2,4.1,3.9,3.3,3.4,9.2,9.1,0.8,0.6,1.5,6.2,0,6.9,0.3,0.1,0.1,0.1,0,0,2,0,0,0,0.1,1.5,0,1.5,0.2,0,1,0,3
강원,화천군,처리방법,매립,24.5,21.8,12.7,2,1,1.2,2,2,4.5,9.1,0.8,0.6,1.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
강원,화천군,처리방법,소각,13.2,13.2,13.2,0,3.1,2.7,1.3,1.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,화천군,처리방법,재활용,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0.3,0.1,0.1,0.1,0,0,2,0,0,0,0.1,1.5,0,1.5,0.2,0,1,0,0.3
강원,양구군,발생량,발생량,31.3,23,17.3,0.3,2.2,3.2,1.9,2.1,7.6,5.7,0.4,0.2,3.2,1.9,0,2.7,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,2.3,0,0,0,0,5.6
강원,양구군,처리방법,매립,5.7,5.7,0,0,0,0,0,0,0,5.7,0.4,0.2,3.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,양구군,처리방법,소각,17.1,17.1,17.1,0.3,2.2,3.2,1.9,2.1,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,양구군,처리방법,재활용,8.5,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,2.7,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,2.3,0,0,0,0,5.6
강원,인제군,발생량,발생량,76.5,62.5,57.4,13,4.7,6.1,3.4,15.5,14.7,5.1,2.1,1.7,0.1,1.2,0,9.9,2.5,1,0.8,0.1,0.9,0,0.1,0,0,0,0,0.6,0.5,2.6,0.5,0,0.1,0.2,4.1
강원,인제군,처리방법,매립,50.6,49.4,45.1,12.8,2.9,3.1,3.3,12.8,10.2,4.3,2.1,1.7,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
강원,인제군,처리방법,소각,8.2,8.2,8.2,0.2,0.5,3,0.1,1.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,인제군,처리방법,재활용,17.7,4.9,4.1,0,1.3,0,0,1,1.8,0.8,0,0,0,0.8,0,9.9,2.5,1,0.8,0.1,0.9,0,0.1,0,0,0,0,0.6,0.5,2.6,0.5,0,0.1,0.2,2.9
강원,고성군,발생량,발생량,13.5,4.9,4.9,0.8,2.3,0.1,0,1,0.7,0,0,0,0,0,0,2.7,0.2,0.4,0.2,0.5,0.6,0.1,0,0,0.1,0,0,0.2,0,0.3,0,0,0.1,0,5.9
강원,고성군,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,고성군,처리방법,소각,5.4,4.9,4.9,0.8,2.3,0.1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
강원,고성군,처리방법,재활용,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.2,0.4,0.2,0.5,0.6,0.1,0,0,0.1,0,0,0.2,0,0.3,0,0,0.1,0,5.4
강원,양양군,발생량,발생량,55.7,31,22.9,1.8,7.3,2,2,5.3,4.5,8.1,0.8,1.6,0.2,5.5,0,10.4,1,5.3,0.3,0,0.5,0.4,0.2,0,0.2,0,0,1.4,0,0.3,0,0,0.4,0.4,14.3
강원,양양군,처리방법,매립,8.1,8.1,0,0,0,0,0,0,0,8.1,0.8,1.6,0.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,양양군,처리방법,소각,34.2,22.9,22.9,1.8,7.3,2,2,5.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
강원,양양군,처리방법,재활용,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,1,5.3,0.3,0,0.5,0.4,0.2,0,0.2,0,0,1.4,0,0.3,0,0,0.4,0.4,3
충북,청주시,발생량,발생량,971.5,365.5,339.5,20.2,106.5,7.9,20.2,82.7,102,26,11.9,7.3,0.7,6.1,0,360.6,232.2,5.2,14.7,25.7,2.7,4.1,0,0,0,0,0,41.4,7.8,22.6,0,2.8,1.4,0,245.4
충북,청주시,처리방법,매립,56.1,56.1,52.2,3.1,16.4,1.2,3.1,12.7,15.7,3.9,1.8,1.1,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,청주시,처리방법,소각,309.4,309.4,287.3,17.1,90.1,6.7,17.1,70,86.3,22.1,10.1,6.2,0.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,청주시,처리방법,재활용,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.6,232.2,5.2,14.7,25.7,2.7,4.1,0,0,0,0,0,41.4,7.8,22.6,0,2.8,1.4,0,245.4
충북,충주시,발생량,발생량,352.1,253.3,84.3,3,36.7,0.1,0,36.7,7.8,47.4,0,0,0,47.4,121.6,45,0,2.9,0.5,4.7,2,0.4,0,0.1,0,0,0.2,0.2,0,7.8,20.4,0,0,5.8,53.8
충북,충주시,처리방법,매립,169,169,0,0,0,0,0,0,0,47.4,0,0,0,47.4,121.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,충주시,처리방법,소각,84.3,84.3,84.3,3,36.7,0.1,0,36.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,충주시,처리방법,재활용,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2.9,0.5,4.7,2,0.4,0,0.1,0,0,0.2,0.2,0,7.8,20.4,0,0,5.8,53.8
충북,제천시,발생량,발생량,138.4,87,46.6,3.3,8.2,0.3,0.2,9.4,25.2,40.4,4,0,0,36.4,0,26.3,0.8,0.3,0,0.6,1.7,0.3,0,0,0,0,0.1,0.1,0,6,10.1,0,0,6.3,25.1
충북,제천시,처리방법,매립,40.6,40.6,21.7,0,0,0,0,0,21.7,18.9,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,제천시,처리방법,소각,30,30,24.9,3.3,8.2,0.3,0.2,9.4,3.5,5.1,4,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,제천시,처리방법,재활용,67.8,16.4,0,0,0,0,0,0,0,16.4,0,0,0,16.4,0,26.3,0.8,0.3,0,0.6,1.7,0.3,0,0,0,0,0.1,0.1,0,6,10.1,0,0,6.3,25.1
충북,보은군,발생량,발생량,33,23.1,18,5.7,2.9,0.5,0.4,2.6,5.9,5.1,2.5,0.8,1.7,0.1,0,3.4,0.2,0.5,0.1,0.1,0.2,0,0,0,0,0,0,0,0,2.2,0.1,0,0,0,6.5
충북,보은군,처리방법,매립,5.1,5.1,0,0,0,0,0,0,0,5.1,2.5,0.8,1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,보은군,처리방법,소각,23.1,18,18,5.7,2.9,0.5,0.4,2.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
충북,보은군,처리방법,재활용,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.2,0.5,0.1,0.1,0.2,0,0,0,0,0,0,0,0,2.2,0.1,0,0,0,1.4
충북,옥천군,발생량,발생량,69.5,34.4,27.3,6.3,8.9,0.1,0.6,1.3,10.1,7.1,0.5,0.2,0.1,6.3,0,28.6,4.5,3,1.1,0.2,1.6,0.1,0.3,0,0,0,0,3.9,1,3.9,1.7,0,5.1,2.2,6.5
충북,옥천군,처리방법,매립,5.7,5.7,0,0,0,0,0,0,0,5.7,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,옥천군,처리방법,소각,33.7,28.7,27.3,6.3,8.9,0.1,0.6,1.3,10.1,1.4,0.5,0.2,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
충북,옥천군,처리방법,재활용,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,4.5,3,1.1,0.2,1.6,0.1,0.3,0,0,0,0,3.9,1,3.9,1.7,0,5.1,2.2,1.5
충북,영동군,발생량,발생량,39.4,25.6,17.9,5.8,5.2,0.1,0.6,4,2.2,7.7,0.2,0.1,0,7.4,0,13.2,4,2.9,0.9,0.2,1.9,0.2,0.1,0,0,0,0,0.9,0,0.7,0.5,0,0.8,0.1,0.6
충북,영동군,처리방법,매립,6.5,6.5,0,0,0,0,0,0,0,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,영동군,처리방법,소각,19.1,19.1,17.9,5.8,5.2,0.1,0.6,4,2.2,1.2,0.2,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,영동군,처리방법,재활용,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,4,2.9,0.9,0.2,1.9,0.2,0.1,0,0,0,0,0.9,0,0.7,0.5,0,0.8,0.1,0.6
충북,증평군,발생량,발생량,36.8,26.3,23.9,1.3,2,0.9,0.1,2,17.6,2.4,0.5,0.3,0,1.6,0,4.5,0.2,0.3,0.2,0,1,0.1,0,0,0,0,0,0,0,1.3,0,0,0,1.4,6
충북,증평군,처리방법,매립,16.5,16.5,15.6,0.6,0.5,0.4,0.1,0.5,13.5,0.9,0.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,증평군,처리방법,소각,6.4,6.4,6.4,0.7,1,0.5,0,0.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,증평군,처리방법,재활용,13.9,3.4,1.9,0,0.5,0,0,1,0.4,1.5,0.4,0.3,0,0.8,0,4.5,0.2,0.3,0.2,0,1,0.1,0,0,0,0,0,0,0,1.3,0,0,0,1.4,6
충북,진천군,발생량,발생량,76.4,35.2,23.6,6,6.2,1.8,1.7,6.5,1.4,9,0,0,0,9,2.6,9.8,0.8,1.4,0.4,0.7,0.9,0.5,0.3,0,0,0,0,0,0,3.5,0,0,1.3,0,31.4
충북,진천군,처리방법,매립,22.4,11,6.2,1.6,1.7,0.4,0.4,1.7,0.4,4.8,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
충북,진천군,처리방법,소각,23,20,17.4,4.4,4.5,1.4,1.3,4.8,1,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
충북,진천군,처리방법,재활용,31,4.2,0,0,0,0,0,0,0,4.2,0,0,0,4.2,0,9.8,0.8,1.4,0.4,0.7,0.9,0.5,0.3,0,0,0,0,0,0,3.5,0,0,1.3,0,17
충북,괴산군,발생량,발생량,55.5,42.5,23.9,3,6,0.5,0.4,5,9,1.6,0.2,0.1,0.1,1.2,17,9.6,1.1,0.3,0.1,0.1,0.2,0,0,0,0,0,0,0.1,0,7.6,0,0,0.1,0,3.4
충북,괴산군,처리방법,매립,35.6,34.6,18.2,2,4.7,0.5,0.4,3.5,7.1,1.4,0.2,0.1,0.1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
충북,괴산군,처리방법,소각,6.4,6.4,4.7,0,1.3,0,0,1.5,1.9,0.2,0,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,괴산군,처리방법,재활용,13.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0.5,9.6,1.1,0.3,0.1,0.1,0.2,0,0,0,0,0,0,0.1,0,7.6,0,0,0.1,0,2.4
충북,음성군,발생량,발생량,91.4,47.4,41,10.4,10.6,11.3,3,3.2,2.5,3.7,0,0,0,3.7,2.7,11.4,0.8,1.4,0.4,0.9,1.2,0,0.1,0.1,0.1,0,0,0,0,3.5,0,0,1,1.9,32.6
충북,음성군,처리방법,매립,28.9,18.1,16.6,4.2,4.3,4.6,1.2,1.3,1,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
충북,음성군,처리방법,소각,41.9,29.3,24.4,6.2,6.3,6.7,1.8,1.9,1.5,2.2,0,0,0,2.2,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
충북,음성군,처리방법,재활용,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0.8,1.4,0.4,0.9,1.2,0,0.1,0.1,0.1,0,0,0,0,3.5,0,0,1,1.9,9.2
충북,단양군,발생량,발생량,50.7,36.2,17.2,0,2.6,2.3,3.1,3.1,6.1,19,4.3,2.7,3.9,8.1,0,5.5,2.7,0.4,0.3,0,0.7,0,0,0,0,0,0,0.1,0,1.3,0,0,0,0,9
충북,단양군,처리방법,매립,28.7,24.3,5.3,0,0,0,0,0,5.3,19,4.3,2.7,3.9,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
충북,단양군,처리방법,소각,11.9,11.9,11.9,0,2.6,2.3,3.1,3.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,단양군,처리방법,재활용,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2.7,0.4,0.3,0,0.7,0,0,0,0,0,0,0.1,0,1.3,0,0,0,0,4.6
충남,천안시,발생량,발생량,634.9,350,311.4,39.2,67.2,61.5,52.2,85.7,5.6,38.6,20.8,4.8,0,13,0,124.2,72.5,8.4,2.9,4.3,13.2,1.8,0.8,0.1,0,0,0.1,2.5,6.5,0.7,0,0,0,10.4,160.7
충남,천안시,처리방법,매립,28,28,17.2,1.8,6.8,0.8,0,2.2,5.6,10.8,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,천안시,처리방법,소각,322,322,294.2,37.4,60.4,60.7,52.2,83.5,0,27.8,14.8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,천안시,처리방법,재활용,284.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2,72.5,8.4,2.9,4.3,13.2,1.8,0.8,0.1,0,0,0.1,2.5,6.5,0.7,0,0,0,10.4,160.7
충남,공주시,발생량,발생량,137.5,44.9,42.4,3,10.5,14,1.7,2.2,11,2.5,0.5,0.5,0,1.5,0,45.5,8.9,3.3,2,3.8,3.5,0,0.3,0,0,0,0,18,2.2,1.5,0,0,2,0,47.1
충남,공주시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,공주시,처리방법,소각,44.9,44.9,42.4,3,10.5,14,1.7,2.2,11,2.5,0.5,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,공주시,처리방법,재활용,92.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,8.9,3.3,2,3.8,3.5,0,0.3,0,0,0,0,18,2.2,1.5,0,0,2,0,47.1
충남,보령시,발생량,발생량,119.9,67.4,65.6,9.8,20.3,7,3,16.6,8.9,1.7,0.7,0.5,0.2,0.3,0.1,25.2,1.2,2.3,0.8,0.6,1.8,0.4,3.6,0,0,0,0.1,13.6,0.6,0,0,0,0.2,0,27.3
충남,보령시,처리방법,매립,16.9,16.9,15.1,2.5,3.4,2,0.3,4.4,2.5,1.7,0.7,0.5,0.2,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,보령시,처리방법,소각,50.5,50.5,50.5,7.3,16.9,5,2.7,12.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,보령시,처리방법,재활용,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,1.2,2.3,0.8,0.6,1.8,0.4,3.6,0,0,0,0.1,13.6,0.6,0,0,0,0.2,0,27.3
충남,아산시,발생량,발생량,491.3,149.3,140.1,18,35.9,15.4,13.8,31.8,25.2,9.2,3,2.6,3.5,0.1,0,231,35,1.2,1.4,0.4,5.5,0.1,4.9,0,0,0,0,176.4,1.7,0,0,0.7,0,3.7,111
충남,아산시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,아산시,처리방법,소각,147.4,147.4,140.1,18,35.9,15.4,13.8,31.8,25.2,7.3,3,2.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,아산시,처리방법,재활용,343.9,1.9,0,0,0,0,0,0,0,1.9,0,0.1,1.7,0.1,0,231,35,1.2,1.4,0.4,5.5,0.1,4.9,0,0,0,0,176.4,1.7,0,0,0.7,0,3.7,111
충남,서산시,발생량,발생량,148.3,89.8,84,9.1,30,10,0.9,22,12,5.8,2.3,1.9,0.3,1.3,0,14.4,0.7,1.5,0.4,0.8,2,0.1,0.6,0,0,0,0,0.2,0,5.2,0,0,0,2.9,44.1
충남,서산시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,서산시,처리방법,소각,89.8,89.8,84,9.1,30,10,0.9,22,12,5.8,2.3,1.9,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,서산시,처리방법,재활용,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0.7,1.5,0.4,0.8,2,0.1,0.6,0,0,0,0,0.2,0,5.2,0,0,0,2.9,44.1
충남,논산시,발생량,발생량,170.2,81.7,41.9,0,10.5,2.4,9.4,14.1,5.5,39.8,8.6,1.9,16.5,12.8,0,53.3,4.4,3.9,0.7,2.2,3.9,3.6,0.2,0,0,0,2.1,3.1,11.4,10,4.9,0,0,2.9,35.2
충남,논산시,처리방법,매립,39.6,39.6,0,0,0,0,0,0,0,39.6,8.6,1.7,16.5,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,논산시,처리방법,소각,40.9,40.9,40.9,0,9.5,2.4,9.4,14.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,논산시,처리방법,재활용,89.7,1.2,1,0,1,0,0,0,0,0.2,0,0.2,0,0,0,53.3,4.4,3.9,0.7,2.2,3.9,3.6,0.2,0,0,0,2.1,3.1,11.4,10,4.9,0,0,2.9,35.2
충남,계룡시,발생량,발생량,36.7,17.9,15.9,0.9,5,0.4,0.2,3.9,5.5,2,0.6,0.3,0,1.1,0,5.3,2.9,0.2,0.2,0.5,0.8,0,0,0,0,0,0,0.3,0.3,0.1,0,0,0,0,13.5
충남,계룡시,처리방법,매립,0.8,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,계룡시,처리방법,소각,15.9,15.9,15.9,0.9,5,0.4,0.2,3.9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,계룡시,처리방법,재활용,20,1.2,0,0,0,0,0,0,0,1.2,0.6,0.3,0,0.3,0,5.3,2.9,0.2,0.2,0.5,0.8,0,0,0,0,0,0,0.3,0.3,0.1,0,0,0,0,13.5
충남,당진시,발생량,발생량,133,79.7,74,4.4,23.2,1.7,4.4,18,22.3,5.2,2.6,1.6,0.2,0.8,0.5,10.9,0.6,1.1,0.1,0.1,1,0.2,0.2,0,0,0,0.1,0.3,0.3,6.9,0,0,0,0,42.4
충남,당진시,처리방법,매립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충남,당진시,처리방법,소각,85,79.7,74,4.4,23.2,1.7,4.4,18,22.3,5.2,2.6,1.6,0.2,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
충남,당진시,처리방법,재활용,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0.6,1.1,0.1,0.1,1,0.2,0.2,0,0,0,0.1,0.3,0.3,6.9,0,0,0,0,37.1
충남,금산군,발생량,발생량,39.7,25.5,23.9,5.5,8.8,0.4,0.2,5.5,3.5,1,1,0,0,0,0.6,3.2,0.2,0.9,0.2,0,0.3,0.1,0,0,0,0,0,0.1,0,1.4,0,0,0,0,11
