시도,폐기물 종류,,,2019발생량,총계,,,,공공처리,,,,자가처리,,,,위탁처리,,,
전국,재활용 가능자원 분리배출,폐유리병류,,281955.4,281955.4,0,0,0,113649.3,0,0,0,0,0,0,0,168306.1,0,0,0
전국,재활용 가능자원 분리배출,폐의류,,51937.8,51937.8,0,0,0,2495.1,0,0,0,0,0,0,0,49442.7,0,0,0
전국,재활용 가능자원 분리배출,폐섬유류,,23098.4,23098.4,0,0,0,1408.8,0,0,0,0,0,0,0,21689.6,0,0,0
전국,재활용 가능자원 분리배출,폐형광등,,17657.9,17657.9,0,0,0,3963.5,0,0,0,0,0,0,0,13694.4,0,0,0
전국,재활용 가능자원 분리배출,폐전지류,,12945.6,12945.6,0,0,0,1880.6,0,0,0,0,0,0,0,11065,0,0,0
전국,재활용 가능자원 분리배출,영농폐기물,농약용기류,22707.8,22707.8,0,0,0,13909.2,0,0,0,0,0,0,0,8798.6,0,0,0
전국,재활용 가능자원 분리배출,영농폐기물,폐비닐,154890.7,154890.7,0,0,0,77712.5,0,0,0,0,0,0,0,77178.2,0,0,0
전국,재활용 가능자원 분리배출,폐식용유,,16219.2,16219.2,0,0,0,783.4,0,0,0,0,0,0,0,15435.8,0,0,0
전국,재활용 가능자원 분리배출,폐전기전자제품,,82847,82847,0,0,0,47152.7,0,0,0,0,0,0,0,35694.3,0,0,0
전국,재활용 가능자원 분리배출,폐가구류,,160622.2,160622.2,0,0,0,98726.8,0,0,0,0,0,0,0,61895.4,0,0,0
전국,재활용 가능자원 분리배출,기타,,111031.2,111031.2,0,0,0,28544,0,0,0,0,0,0,0,82487.2,0,0,0
전국,재활용 가능자원 분리배출,재활용 잔재물,,621907.2,302705.6,240363,57337.6,21501,104813.5,108364,46996.3,4527.4,0,35,30,0,197892.1,131964,10311.3,16973.6
전국,음식물류 폐기물 분리배출,,,4795715,4647268.4,86779.6,54298.6,7368.4,2298628.9,83082.6,52683.1,1904,32863.2,456,965,416.7,2315776.3,3241,650.5,5047.7
서울,합계,,,3160362,2012636.1,790120.7,354131.6,3473.6,383555.5,690734.6,303222.1,0,1695.2,0,0,76.7,1627385.4,99386.1,50909.5,3396.9
서울,혼합배출,소계,,1173063.5,50324.9,768618.3,350723.4,3396.9,0,688795.4,303222.1,0,0,0,0,0,50324.9,79822.9,47501.3,3396.9
서울,혼합배출,가연성,소계,1067575.4,48451.1,730068.3,286391.2,2664.8,0,659961.4,255618.2,0,0,0,0,0,48451.1,70106.9,30773,2664.8
서울,혼합배출,가연성,폐지류,293168.1,2311.7,201633.5,89222.9,0,0,189732.5,73924.9,0,0,0,0,0,2311.7,11901,15298,0
서울,혼합배출,가연성,폐합성수지류,193368.5,12782.4,134951.9,45535.2,99,0,98556.9,41549.2,0,0,0,0,0,12782.4,36395,3986,99
서울,혼합배출,가연성,폐고무류,24627.9,70,16712.6,7845.3,0,0,14353.6,5147.3,0,0,0,0,0,70,2359,2698,0
서울,혼합배출,가연성,폐섬유류,41113.3,990.2,30294,9829.1,0,0,30294,9829.1,0,0,0,0,0,990.2,0,0,0
서울,혼합배출,가연성,음식물류 폐기물,46617.8,721.3,30774.3,15122.2,0,0,27136.3,12636.2,0,0,0,0,0,721.3,3638,2486,0
서울,혼합배출,가연성,폐목재류,59510,27139.9,22719.1,7451,2200,0,18148.1,5939,0,0,0,0,0,27139.9,4571,1512,2200
서울,혼합배출,가연성,기타,409169.8,4435.6,292982.9,111385.5,365.8,0,281740,106592.5,0,0,0,0,0,4435.6,11242.9,4793,365.8
서울,혼합배출,불연성,소계,92969.3,1873.8,37746.2,53349.3,0,0,28782.2,47144.3,0,0,0,0,0,1873.8,8964,6205,0
서울,혼합배출,불연성,폐금속류,11483.6,502.3,5970.5,5010.8,0,0,5487.5,4652.8,0,0,0,0,0,502.3,483,358,0
서울,혼합배출,불연성,폐유리류,20255.4,242.3,10592.1,9421,0,0,9543.1,8629,0,0,0,0,0,242.3,1049,792,0
서울,혼합배출,불연성,폐토사류,9030.5,792.5,1964,6274,0,0,1558,5800,0,0,0,0,0,792.5,406,474,0
서울,혼합배출,불연성,폐타일 및 도자기류,2754.1,21.1,1780.7,952.3,0,0,1780.7,952.3,0,0,0,0,0,21.1,0,0,0
서울,혼합배출,불연성,연탄재,1365.6,1.1,189.4,1175.1,0,0,189.4,1175.1,0,0,0,0,0,1.1,0,0,0
서울,혼합배출,불연성,기타,48080.1,314.5,17249.5,30516.1,0,0,10223.5,25935.1,0,0,0,0,0,314.5,7026,4581,0
서울,혼합배출,건설폐재류,,2931.4,0,0,2199.3,732.1,0,0,443,0,0,0,0,0,0,0,1756.3,732.1
서울,혼합배출,기타(배출불명등),,9587.4,0,803.8,8783.6,0,0,51.8,16.6,0,0,0,0,0,0,752,8767,0
서울,재활용 가능자원 분리배출,소계,,1046283,1021372.4,21502.4,3408.2,0,126031,1939.2,0,0,0,0,0,0,895341.4,19563.2,3408.2,0
서울,재활용 가능자원 분리배출,폐지류,종이팩,73344,73344,0,0,0,839.7,0,0,0,0,0,0,0,72504.3,0,0,0
서울,재활용 가능자원 분리배출,폐지류,기타,271974.4,271974.4,0,0,0,12875.6,0,0,0,0,0,0,0,259098.8,0,0,0
서울,재활용 가능자원 분리배출,고철류,,34872.1,34872.1,0,0,0,747,0,0,0,0,0,0,0,34125.1,0,0,0
서울,재활용 가능자원 분리배출,금속캔,,41560.1,41560.1,0,0,0,2923.2,0,0,0,0,0,0,0,38636.9,0,0,0
서울,재활용 가능자원 분리배출,폐합성수지류,비닐류,149196,149196,0,0,0,26497.4,0,0,0,0,0,0,0,122698.6,0,0,0
서울,재활용 가능자원 분리배출,폐합성수지류,발포수지류,18677.3,18677.3,0,0,0,6141,0,0,0,0,0,0,0,12536.3,0,0,0
서울,재활용 가능자원 분리배출,폐합성수지류,PET병,44415.8,44415.8,0,0,0,8193.5,0,0,0,0,0,0,0,36222.3,0,0,0
서울,재활용 가능자원 분리배출,폐합성수지류,기타,52166.3,52166.3,0,0,0,7385.3,0,0,0,0,0,0,0,44781,0,0,0
서울,재활용 가능자원 분리배출,폐고무류,,23.1,23.1,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0,0
서울,재활용 가능자원 분리배출,폐유리병류,,73119.6,73119.6,0,0,0,12444.5,0,0,0,0,0,0,0,60675.1,0,0,0
서울,재활용 가능자원 분리배출,폐의류,,12369.3,12369.3,0,0,0,990.2,0,0,0,0,0,0,0,11379.1,0,0,0
서울,재활용 가능자원 분리배출,폐섬유류,,6401.9,6401.9,0,0,0,1363.9,0,0,0,0,0,0,0,5038,0,0,0
서울,재활용 가능자원 분리배출,폐형광등,,4057.6,4057.6,0,0,0,146.5,0,0,0,0,0,0,0,3911.1,0,0,0
서울,재활용 가능자원 분리배출,폐전지류,,490.1,490.1,0,0,0,37.2,0,0,0,0,0,0,0,452.9,0,0,0
서울,재활용 가능자원 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,재활용 가능자원 분리배출,영농폐기물,폐비닐,8544.9,8544.9,0,0,0,0,0,0,0,0,0,0,0,8544.9,0,0,0
서울,재활용 가능자원 분리배출,폐식용유,,11171.5,11171.5,0,0,0,738.4,0,0,0,0,0,0,0,10433.1,0,0,0
서울,재활용 가능자원 분리배출,폐전기전자제품,,7338.2,7338.2,0,0,0,829.9,0,0,0,0,0,0,0,6508.3,0,0,0
서울,재활용 가능자원 분리배출,폐가구류,,25954.6,25954.6,0,0,0,3888.7,0,0,0,0,0,0,0,22065.9,0,0,0
서울,재활용 가능자원 분리배출,기타,,8250.6,8250.6,0,0,0,797.8,0,0,0,0,0,0,0,7452.8,0,0,0
서울,재활용 가능자원 분리배출,재활용 잔재물,,202355.6,177445,21502.4,3408.2,0,39168.1,1939.2,0,0,0,0,0,0,138276.9,19563.2,3408.2,0
서울,음식물류 폐기물 분리배출,,,941015.5,940938.8,0,0,76.7,257524.5,0,0,0,1695.2,0,0,76.7,681719.1,0,0,0
부산,합계,,,1076789.3,887119.9,153629.3,36040.1,0,316966.3,112561.6,36040.1,0,0,0,0,0,570153.6,41067.7,0,0
부산,혼합배출,소계,,315702.9,172279.8,107383,36040.1,0,172279.8,107383,36040.1,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,소계,291556.7,170901.2,90201.7,30453.8,0,170901.2,90201.7,30453.8,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,폐지류,91512.6,45998.9,37476.8,8036.9,0,45998.9,37476.8,8036.9,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,폐합성수지류,116384.2,84589,19865.9,11929.3,0,84589,19865.9,11929.3,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,폐고무류,41493.5,30320.9,10416,756.6,0,30320.9,10416,756.6,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,폐섬유류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,음식물류 폐기물,29731.5,6029.9,17610.7,6090.9,0,6029.9,17610.7,6090.9,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,폐목재류,7239.8,1722.8,4832.3,684.7,0,1722.8,4832.3,684.7,0,0,0,0,0,0,0,0,0
부산,혼합배출,가연성,기타,5195.1,2239.7,0,2955.4,0,2239.7,0,2955.4,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,소계,24146.2,1378.6,17181.3,5586.3,0,1378.6,17181.3,5586.3,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,폐금속류,8555.9,1033.9,6765.1,756.9,0,1033.9,6765.1,756.9,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,폐유리류,8441.8,344.7,6979.9,1117.2,0,344.7,6979.9,1117.2,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,폐토사류,72.1,0,0,72.1,0,0,0,72.1,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,혼합배출,불연성,기타,7076.4,0,3436.3,3640.1,0,0,3436.3,3640.1,0,0,0,0,0,0,0,0,0
부산,혼합배출,건설폐재류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,혼합배출,기타(배출불명등),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,소계,,513976.4,467730.1,46246.3,0,0,104450.4,5178.6,0,0,0,0,0,0,363279.7,41067.7,0,0
부산,재활용 가능자원 분리배출,폐지류,종이팩,175.9,175.9,0,0,0,175.9,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐지류,기타,233082.7,233082.7,0,0,0,17513.7,0,0,0,0,0,0,0,215569,0,0,0
부산,재활용 가능자원 분리배출,고철류,,36944.4,36944.4,0,0,0,845.9,0,0,0,0,0,0,0,36098.5,0,0,0
부산,재활용 가능자원 분리배출,금속캔,,27381.2,27381.2,0,0,0,2006.4,0,0,0,0,0,0,0,25374.8,0,0,0
부산,재활용 가능자원 분리배출,폐합성수지류,비닐류,57593.4,57593.4,0,0,0,20801.4,0,0,0,0,0,0,0,36792,0,0,0
부산,재활용 가능자원 분리배출,폐합성수지류,발포수지류,6065.7,6065.7,0,0,0,2231,0,0,0,0,0,0,0,3834.7,0,0,0
부산,재활용 가능자원 분리배출,폐합성수지류,PET병,5502.8,5502.8,0,0,0,5502.8,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐합성수지류,기타,53196.8,53196.8,0,0,0,24165.1,0,0,0,0,0,0,0,29031.7,0,0,0
부산,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐유리병류,,22018.5,22018.5,0,0,0,22018.5,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐의류,,3789,3789,0,0,0,25.8,0,0,0,0,0,0,0,3763.2,0,0,0
부산,재활용 가능자원 분리배출,폐섬유류,,5070,5070,0,0,0,0,0,0,0,0,0,0,0,5070,0,0,0
부산,재활용 가능자원 분리배출,폐형광등,,598.9,598.9,0,0,0,598.9,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐전지류,,246.4,246.4,0,0,0,246.4,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,영농폐기물,폐비닐,262.7,262.7,0,0,0,262.7,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐전기전자제품,,8028.9,8028.9,0,0,0,8028.9,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,폐가구류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,재활용 가능자원 분리배출,기타,,7772.8,7772.8,0,0,0,27,0,0,0,0,0,0,0,7745.8,0,0,0
부산,재활용 가능자원 분리배출,재활용 잔재물,,46246.3,0,46246.3,0,0,0,5178.6,0,0,0,0,0,0,0,41067.7,0,0
부산,음식물류 폐기물 분리배출,,,247110,247110,0,0,0,40236.1,0,0,0,0,0,0,0,206873.9,0,0,0
대구,합계,,,937329.6,663674,95666.4,177989.2,0,342074.9,82952,177989.2,0,182.5,0,0,0,321416.6,12714.4,0,0
대구,혼합배출,소계,,434927.2,179307.3,79757.9,175862,0,179307.3,79757.9,175862,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,소계,404165.9,166628,74189.2,163348.7,0,166628,74189.2,163348.7,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,폐지류,94452.5,38550,17486.3,38416.2,0,38550,17486.3,38416.2,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,폐합성수지류,84584.7,34595,15613.8,34375.9,0,34595,15613.8,34375.9,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,폐고무류,2936.6,1215.2,577,1144.4,0,1215.2,577,1144.4,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,폐섬유류,17723.2,7430.9,3105.3,7187,0,7430.9,3105.3,7187,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,음식물류 폐기물,25315.2,10603.9,4447.9,10263.4,0,10603.9,4447.9,10263.4,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,폐목재류,7644.7,3153.6,1393.9,3097.2,0,3153.6,1393.9,3097.2,0,0,0,0,0,0,0,0,0
대구,혼합배출,가연성,기타,171509,71079.4,31565,68864.6,0,71079.4,31565,68864.6,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,소계,30761.3,12679.3,5568.7,12513.3,0,12679.3,5568.7,12513.3,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,폐금속류,6798.5,2756.8,1243.9,2797.8,0,2756.8,1243.9,2797.8,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,폐유리류,9701.7,4007.4,1749.2,3945.1,0,4007.4,1749.2,3945.1,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,폐토사류,1388.9,592.7,248.2,548,0,592.7,248.2,548,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,폐타일 및 도자기류,721.1,289.7,130.5,300.9,0,289.7,130.5,300.9,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,연탄재,40.7,17.7,7,16,0,17.7,7,16,0,0,0,0,0,0,0,0,0
대구,혼합배출,불연성,기타,12110.4,5015,2189.9,4905.5,0,5015,2189.9,4905.5,0,0,0,0,0,0,0,0,0
대구,혼합배출,건설폐재류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,혼합배출,기타(배출불명등),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,재활용 가능자원 분리배출,소계,,269204.6,251168.9,15908.5,2127.2,0,58787.9,3194.1,2127.2,0,0,0,0,0,192381,12714.4,0,0
대구,재활용 가능자원 분리배출,폐지류,종이팩,12762.5,12762.5,0,0,0,169.2,0,0,0,0,0,0,0,12593.3,0,0,0
대구,재활용 가능자원 분리배출,폐지류,기타,57833,57833,0,0,0,301.6,0,0,0,0,0,0,0,57531.4,0,0,0
대구,재활용 가능자원 분리배출,고철류,,20763,20763,0,0,0,348.7,0,0,0,0,0,0,0,20414.3,0,0,0
대구,재활용 가능자원 분리배출,금속캔,,11454.2,11454.2,0,0,0,625.4,0,0,0,0,0,0,0,10828.8,0,0,0
대구,재활용 가능자원 분리배출,폐합성수지류,비닐류,20163.9,20163.9,0,0,0,10053,0,0,0,0,0,0,0,10110.9,0,0,0
대구,재활용 가능자원 분리배출,폐합성수지류,발포수지류,3501.5,3501.5,0,0,0,957.7,0,0,0,0,0,0,0,2543.8,0,0,0
대구,재활용 가능자원 분리배출,폐합성수지류,PET병,19417.3,19417.3,0,0,0,5574.5,0,0,0,0,0,0,0,13842.8,0,0,0
대구,재활용 가능자원 분리배출,폐합성수지류,기타,17939.7,17939.7,0,0,0,5521.1,0,0,0,0,0,0,0,12418.6,0,0,0
대구,재활용 가능자원 분리배출,폐고무류,,3.7,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0
대구,재활용 가능자원 분리배출,폐유리병류,,33489.2,33489.2,0,0,0,12228.8,0,0,0,0,0,0,0,21260.4,0,0,0
대구,재활용 가능자원 분리배출,폐의류,,9964.2,9964.2,0,0,0,0,0,0,0,0,0,0,0,9964.2,0,0,0
대구,재활용 가능자원 분리배출,폐섬유류,,4197.5,4197.5,0,0,0,0,0,0,0,0,0,0,0,4197.5,0,0,0
대구,재활용 가능자원 분리배출,폐형광등,,326,326,0,0,0,132.7,0,0,0,0,0,0,0,193.3,0,0,0
대구,재활용 가능자원 분리배출,폐전지류,,354.4,354.4,0,0,0,90.4,0,0,0,0,0,0,0,264,0,0,0
대구,재활용 가능자원 분리배출,영농폐기물,농약용기류,1.6,1.6,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0
대구,재활용 가능자원 분리배출,영농폐기물,폐비닐,334.5,334.5,0,0,0,334.5,0,0,0,0,0,0,0,0,0,0,0
대구,재활용 가능자원 분리배출,폐식용유,,742.8,742.8,0,0,0,0,0,0,0,0,0,0,0,742.8,0,0,0
대구,재활용 가능자원 분리배출,폐전기전자제품,,5863.7,5863.7,0,0,0,389.2,0,0,0,0,0,0,0,5474.5,0,0,0
대구,재활용 가능자원 분리배출,폐가구류,,1793.1,1793.1,0,0,0,0,0,0,0,0,0,0,0,1793.1,0,0,0
대구,재활용 가능자원 분리배출,기타,,4742.6,4742.6,0,0,0,619.7,0,0,0,0,0,0,0,4122.9,0,0,0
대구,재활용 가능자원 분리배출,재활용 잔재물,,43556.2,25520.5,15908.5,2127.2,0,21436.1,3194.1,2127.2,0,0,0,0,0,4084.4,12714.4,0,0
대구,음식물류 폐기물 분리배출,,,233197.8,233197.8,0,0,0,103979.7,0,0,0,182.5,0,0,0,129035.6,0,0,0
인천,합계,,,698708.3,386618.1,188597.7,123492.5,0,153619.4,163474.7,123492.5,0,500,0,0,0,232498.7,25123,0,0
인천,혼합배출,소계,,338130.8,40160.5,174477.8,123492.5,0,39370.9,161482.3,123492.5,0,0,0,0,0,789.6,12995.5,0,0
인천,혼합배출,가연성,소계,307008.6,38760.9,165927.1,102320.6,0,38221.5,153076.4,102320.6,0,0,0,0,0,539.4,12850.7,0,0
인천,혼합배출,가연성,폐지류,75929.5,9851.4,41465.3,24612.8,0,9851.4,37630.5,24612.8,0,0,0,0,0,0,3834.8,0,0
인천,혼합배출,가연성,폐합성수지류,61022,6694.4,33269.6,21058,0,6694.4,29088.9,21058,0,0,0,0,0,0,4180.7,0,0
인천,혼합배출,가연성,폐고무류,5029.9,1256.6,2810,963.3,0,1256.6,2732.9,963.3,0,0,0,0,0,0,77.1,0,0
인천,혼합배출,가연성,폐섬유류,13743.1,2409.6,6685.6,4647.9,0,2409.6,6242.2,4647.9,0,0,0,0,0,0,443.4,0,0
인천,혼합배출,가연성,음식물류 폐기물,22370.8,2557.6,12313.9,7499.3,0,2557.6,11432.1,7499.3,0,0,0,0,0,0,881.8,0,0
인천,혼합배출,가연성,폐목재류,9970.1,2674.6,4873.6,2421.9,0,2135.2,4614.1,2421.9,0,0,0,0,0,539.4,259.5,0,0
인천,혼합배출,가연성,기타,118943.2,13316.7,64509.1,41117.4,0,13316.7,61335.7,41117.4,0,0,0,0,0,0,3173.4,0,0
인천,혼합배출,불연성,소계,30409.9,1149.4,8206.6,21053.9,0,1149.4,8061.8,21053.9,0,0,0,0,0,0,144.8,0,0
인천,혼합배출,불연성,폐금속류,6175,252.4,1842.3,4080.3,0,252.4,1810.5,4080.3,0,0,0,0,0,0,31.8,0,0
인천,혼합배출,불연성,폐유리류,7671.6,354.9,2523.2,4793.5,0,354.9,2478.5,4793.5,0,0,0,0,0,0,44.7,0,0
인천,혼합배출,불연성,폐토사류,2529.3,50.5,380.5,2098.3,0,50.5,374.1,2098.3,0,0,0,0,0,0,6.4,0,0
인천,혼합배출,불연성,폐타일 및 도자기류,809.2,30.9,213.9,564.4,0,30.9,210,564.4,0,0,0,0,0,0,3.9,0,0
인천,혼합배출,불연성,연탄재,500.7,1.6,8.1,491,0,1.6,7.9,491,0,0,0,0,0,0,0.2,0,0
인천,혼합배출,불연성,기타,12724.1,459.1,3238.6,9026.4,0,459.1,3180.8,9026.4,0,0,0,0,0,0,57.8,0,0
인천,혼합배출,건설폐재류,,350.2,250.2,0,100,0,0,0,100,0,0,0,0,0,250.2,0,0,0
인천,혼합배출,기타(배출불명등),,362.1,0,344.1,18,0,0,344.1,18,0,0,0,0,0,0,0,0,0
인천,재활용 가능자원 분리배출,소계,,116379.1,102259.2,14119.9,0,0,10914.9,1992.4,0,0,0,0,0,0,91344.3,12127.5,0,0
인천,재활용 가능자원 분리배출,폐지류,종이팩,5208.9,5208.9,0,0,0,767,0,0,0,0,0,0,0,4441.9,0,0,0
인천,재활용 가능자원 분리배출,폐지류,기타,22290.7,22290.7,0,0,0,1773.2,0,0,0,0,0,0,0,20517.5,0,0,0
인천,재활용 가능자원 분리배출,고철류,,2842.9,2842.9,0,0,0,366.3,0,0,0,0,0,0,0,2476.6,0,0,0
인천,재활용 가능자원 분리배출,금속캔,,3977.5,3977.5,0,0,0,302.1,0,0,0,0,0,0,0,3675.4,0,0,0
인천,재활용 가능자원 분리배출,폐합성수지류,비닐류,23661.6,23661.6,0,0,0,1595.2,0,0,0,0,0,0,0,22066.4,0,0,0
