구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,캔류,합성,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,분리배출
서울,중구,처리방법,재활용,191.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.2,52.3,11.1,2.8,11.5,7.5,0.3,0,0,0,0,0.5,19.2,0,0,0,0,0,86.3
서울,용산구,발생량,발생량,238.7,85.7,85.7,0,27,5.1,1.3,5.4,46.9,0,0,0,0,0,0,85.6,48.6,6.9,3.4,6.7,7.4,0.5,0.3,0,0,0,0.2,9,1.8,0,0.2,0.2,0.4,67.4
서울,용산구,처리방법,매립,17.1,17.1,17.1,0,5.6,1.2,0.2,1.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,소각,68.6,68.6,68.6,0,21.4,3.9,1.1,3.9,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,재활용,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6,48.6,6.9,3.4,6.7,7.4,0.5,0.3,0,0,0,0.2,9,1.8,0,0.2,0.2,0.4,67.4
서울,성동구,발생량,발생량,230.7,87,84.1,0,37.4,2.1,3.6,26.4,14.6,2.9,0,0.2,0.1,2.6,0,63.2,34.1,8.8,6.9,4.1,8,0.4,0.6,0,0,0,0.2,0,0.1,0,0,0,0,80.5
서울,성동구,처리방법,매립,24.3,24.3,22.8,0,9.4,0.4,2.1,5.4,5.5,1.5,0,0.2,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,소각,62.7,62.7,61.3,0,28,1.7,1.5,21,9.1,1.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,재활용,143.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2,34.1,8.8,6.9,4.1,8,0.4,0.6,0,0,0,0.2,0,0.1,0,0,0,0,80.5
서울,광진구,발생량,발생량,290.3,79.5,61.8,9.1,16.7,5,3.7,12.4,14.9,17.7,1.9,1.7,1.9,12.2,0,122.2,70.4,12.1,1.6,1.7,10,0,0.3,0,0,0,0.2,11.4,0.1,0,13.5,0.9,0,88.6
서울,광진구,처리방법,매립,18.3,18.3,8.9,1.5,2.1,0.8,0.5,1.5,2.5,9.4,0.7,0.5,1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,소각,61.2,61.2,52.9,7.6,14.6,4.2,3.2,10.9,12.4,8.3,1.2,1.2,0.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,재활용,210.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.2,70.4,12.1,1.6,1.7,10,0,0.3,0,0,0,0.2,11.4,0.1,0,13.5,0.9,0,88.6
서울,동대문구,발생량,발생량,393.6,106,103.4,0,46.6,7.9,8.6,25,15.3,2.6,0,0,0,2.6,0,190.2,86.1,37.2,28.7,15.3,7.2,3.5,0.2,0,0,0,0.2,2.7,0,0,4.1,0,5,97.4
서울,동대문구,처리방법,매립,18.8,18.8,16.2,0,3.5,4.2,4.4,1.5,2.6,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,소각,87.2,87.2,87.2,0,43.1,3.7,4.2,23.5,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,재활용,287.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2,86.1,37.2,28.7,15.3,7.2,3.5,0.2,0,0,0,0.2,2.7,0,0,4.1,0,5,97.4
서울,중랑구,발생량,발생량,333.4,96.7,91,2.4,30.8,1.1,0.8,18.1,37.8,5.7,1.9,1,0.4,2.4,0,148.1,80.5,36.1,19.7,1.4,7.3,0,0,0,0,0,2.7,0.3,0.1,0,0,0,0,88.6
서울,중랑구,처리방법,매립,15.7,15.7,14.7,0.4,5.1,0.2,0.1,3,5.9,1,0.3,0.2,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,소각,81,81,76.3,2,25.7,0.9,0.7,15.1,31.9,4.7,1.6,0.8,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,재활용,236.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.1,80.5,36.1,19.7,1.4,7.3,0,0,0,0,0,2.7,0.3,0.1,0,0,0,0,88.6
서울,성북구,발생량,발생량,328.8,105.2,105.2,12.7,37.9,17.4,1.4,8.1,27.7,0,0,0,0,0,0,128.2,76.3,4.7,6.5,19.3,4.3,0.4,0.1,0,0,0,0.2,0,1.4,0,15,0,0,95.4
서울,성북구,처리방법,매립,15.3,15.3,15.3,1.7,3.8,1.5,0.5,0.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,소각,89.9,89.9,89.9,11,34.1,15.9,0.9,7.6,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,재활용,223.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.2,76.3,4.7,6.5,19.3,4.3,0.4,0.1,0,0,0,0.2,0,1.4,0,15,0,0,95.4
서울,강북구,발생량,발생량,218.7,71.2,69,3.3,37.2,3.1,0.1,17.5,7.8,2.1,0.5,0.9,0.1,0.6,0.1,69.5,5.4,20.4,6,5.4,15.8,2,0.5,0.3,0,0,2.2,4.7,5.5,0,0.5,0.7,0.1,78
서울,강북구,처리방법,매립,6.6,6.6,5.9,0.3,3.1,0.3,0,1.5,0.7,0.7,0,0.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,소각,64.6,64.6,63.1,3,34.1,2.8,0.1,16,7.1,1.4,0.5,0.8,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,재활용,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,5.4,20.4,6,5.4,15.8,2,0.5,0.3,0,0,2.2,4.7,5.5,0,0.5,0.7,0.1,78
서울,도봉구,발생량,발생량,226.5,67.2,64.7,0,15.6,1.5,0.6,37.4,9.6,2.5,0.4,0,0.6,1.5,0,79.4,35.2,9.6,1.2,14.8,3.3,2.1,0.8,0.2,0,0,0.6,0.3,8.6,0,0,2.4,0.3,79.9
서울,도봉구,처리방법,매립,6.3,6.3,4.6,0,0.9,0.1,0.6,2.4,0.6,1.7,0.4,0,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,소각,60.9,60.9,60.1,0,14.7,1.4,0,35,9,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,재활용,159.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,35.2,9.6,1.2,14.8,3.3,2.1,0.8,0.2,0,0,0.6,0.3,8.6,0,0,2.4,0.3,79.9
서울,노원구,발생량,발생량,403.2,105,103.8,0,35.6,11.9,0.9,19.6,35.8,1.1,0.2,0.1,0.1,0.7,0.1,164.9,70.5,10,11.2,23.4,22.2,0.3,1.2,0.1,0,0,0.6,9.1,0.6,0,13,0.3,2.4,133.3
서울,노원구,처리방법,매립,6.2,6.2,5,0,0,0,0,0,5,1.1,0.2,0.1,0.1,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,소각,98.8,98.8,98.8,0,35.6,11.9,0.9,19.6,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,재활용,298.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.9,70.5,10,11.2,23.4,22.2,0.3,1.2,0.1,0,0,0.6,9.1,0.6,0,13,0.3,2.4,133.3
서울,은평구,발생량,발생량,308.9,135.6,135.6,0,19.1,16.1,11.5,9.2,79.7,0,0,0,0,0,0,90.5,8.8,3.5,2.3,26.7,15.2,0.8,0,0,0,0,0,3.5,0,0,29.6,0,0.1,82.8
서울,은평구,처리방법,매립,63.8,63.8,63.8,0,12,5.8,7.9,6.2,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,소각,71.8,71.8,71.8,0,7.1,10.3,3.6,3,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,재활용,173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5,8.8,3.5,2.3,26.7,15.2,0.8,0,0,0,0,0,3.5,0,0,29.6,0,0.1,82.8
서울,서대문구,발생량,발생량,284.9,112.9,92.2,5.2,23.1,6.7,7,7,43.2,18.5,2.3,1.7,0,14.5,2.2,96.1,48,8.5,2.5,25.6,4.3,0.5,0,0,0,0,0,6.7,0,0,0,0,0,75.9
서울,서대문구,처리방법,매립,35.1,35.1,16.2,1,4.6,1.3,1,1,7.3,18.5,2.3,1.7,0,14.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,소각,77.8,77.8,76,4.2,18.5,5.4,6,6,35.9,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,재활용,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1,48,8.5,2.5,25.6,4.3,0.5,0,0,0,0,0,6.7,0,0,0,0,0,75.9
서울,마포구,발생량,발생량,431.5,130.1,101,11.6,47.6,0,18.9,22.9,0,29.1,0,0,0,29.1,0,193,79.5,19.3,10.4,19.5,18.9,0.9,0.3,0.1,0,0,0.7,20.3,16.3,0,0,0,6.8,108.4
서울,마포구,처리방법,매립,22.1,22.1,17.2,2,8.1,0,3.2,3.9,0,4.9,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,소각,108,108,83.8,9.6,39.5,0,15.7,19,0,24.2,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,재활용,301.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,79.5,19.3,10.4,19.5,18.9,0.9,0.3,0.1,0,0,0.7,20.3,16.3,0,0,0,6.8,108.4
서울,양천구,발생량,발생량,269.6,90.2,90.2,0,15,13,5,30.8,26.4,0,0,0,0,0,0,73.5,50.3,2.6,5.2,6.8,6.4,0,0,0,0,0,0.1,1,0.1,0,0,0,1,105.9
서울,양천구,처리방법,매립,13.8,13.8,13.8,0,0,3,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,소각,76.4,76.4,76.4,0,15,10,5,20,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,재활용,179.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,50.3,2.6,5.2,6.8,6.4,0,0,0,0,0,0.1,1,0.1,0,0,0,1,105.9
서울,강서구,발생량,발생량,400,128.8,105,0,29.8,3.7,6,5.8,59.7,23.8,2.9,2.3,0,18.6,0,118.2,84.3,8.3,1.9,2.5,9,1.2,0.1,0.1,0,0,0.4,0.5,5,0,0.2,2.1,2.6,153
서울,강서구,처리방법,매립,25.5,25.5,20.8,0,5.9,1.7,1,0.3,11.9,4.7,0.5,0.5,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,소각,103.3,103.3,84.2,0,23.9,2,5,5.5,47.8,19.1,2.4,1.8,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,재활용,271.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2,84.3,8.3,1.9,2.5,9,1.2,0.1,0.1,0,0,0.4,0.5,5,0,0.2,2.1,2.6,153
서울,구로구,발생량,발생량,290.6,131.7,131.7,8.3,31.7,9.7,5.8,7.6,68.6,0,0,0,0,0,0,65,3.7,3.8,2,47.3,4.3,0.6,0,0,0,0,0.2,2.1,1,0,0,0,0,93.9
서울,구로구,처리방법,매립,28.6,28.6,28.6,0,14.3,3.3,2.4,2.7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,소각,103.1,103.1,103.1,8.3,17.4,6.4,3.4,4.9,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,재활용,158.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3.7,3.8,2,47.3,4.3,0.6,0,0,0,0,0.2,2.1,1,0,0,0,0,93.9
서울,금천구,발생량,발생량,230,71,65,1.7,22,0.8,0.6,12.9,27,6,0.5,1,0.5,4,0,102.2,31.5,14.1,5.9,22.5,9.2,0.2,1.1,0.1,0,0,0.2,6.7,2.5,0,8,0.1,0.1,56.8
서울,금천구,처리방법,매립,71,71,65,1.7,22,0.8,0.6,12.9,27,6,0.5,1,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,재활용,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.2,31.5,14.1,5.9,22.5,9.2,0.2,1.1,0.1,0,0,0.2,6.7,2.5,0,8,0.1,0.1,56.8
서울,영등포구,발생량,발생량,316.1,110.5,110.5,0,81.7,2.7,3.9,3.2,19,0,0,0,0,0,0,64.7,5.2,17.6,6.7,6,7.9,3.8,0.1,0,0,0,0.2,7.2,0.6,0,8.7,0,0.7,140.9
서울,영등포구,처리방법,매립,22,22,22,0,10.8,0.8,0.8,1,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,소각,88.5,88.5,88.5,0,70.9,1.9,3.1,2.2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,재활용,205.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,5.2,17.6,6.7,6,7.9,3.8,0.1,0,0,0,0.2,7.2,0.6,0,8.7,0,0.7,140.9
서울,동작구,발생량,발생량,258.1,87.9,87.9,11.3,31,14.3,1.6,6.4,23.3,0,0,0,0,0,0,82.6,34.3,11.1,6.8,12,9.1,0.4,1.2,0.1,0,0,0.2,7.4,0,0,0,0,0,87.6
서울,동작구,처리방법,매립,29.1,29.1,29.1,4.2,8.6,4,0.9,1.6,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,소각,58.8,58.8,58.8,7.1,22.4,10.3,0.7,4.8,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,재활용,170.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,34.3,11.1,6.8,12,9.1,0.4,1.2,0.1,0,0,0.2,7.4,0,0,0,0,0,87.6
서울,관악구,발생량,발생량,345.4,129.5,110.3,8.7,53.3,2.6,9,15.6,21.1,12.9,3.5,0.5,2.5,6.4,6.3,106.3,43.1,6.8,2.9,14.7,14.6,0,0.1,0,0,0,0,5.4,1.2,0,0,0,17.5,109.6
서울,관악구,처리방법,매립,63.8,63.8,56.7,4.2,28.5,1.4,5.5,8.5,8.6,4.5,1.1,0.4,0.4,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,소각,65.7,65.7,53.6,4.5,24.8,1.2,3.5,7.1,12.5,8.4,2.4,0.1,2.1,3.8,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,재활용,215.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.3,43.1,6.8,2.9,14.7,14.6,0,0.1,0,0,0,0,5.4,1.2,0,0,0,17.5,109.6
서울,서초구,발생량,발생량,495.2,139.1,133.2,0,52,12.2,13,34.6,21.4,5.9,2.4,1.8,1.3,0.4,0,190.8,68.5,43.5,2.2,44.7,20.6,1.4,1.9,0.1,0,0,0.4,6.8,0,0,0,0.7,0,165.3
서울,서초구,처리방법,매립,45.5,45.5,43.5,0,17.5,3.5,4.1,11.5,6.9,2,0.7,0.6,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,소각,93.6,93.6,89.7,0,34.5,8.7,8.9,23.1,14.5,3.9,1.7,1.2,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,재활용,356.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.8,68.5,43.5,2.2,44.7,20.6,1.4,1.9,0.1,0,0,0.4,6.8,0,0,0,0.7,0,165.3
서울,강남구,발생량,발생량,627,219.7,204.4,0,54.1,14.7,5.4,31.2,99,13.1,7.6,3.3,0,2.2,2.2,164.1,28.3,33,12.4,17.7,28.4,0,0,0.1,0.3,1.7,6.7,1.3,0,5.8,1,26.9,0.5,243.2
서울,강남구,처리방법,매립,81.3,81.3,74.1,0,0,0,0,0,74.1,6.5,4.4,2.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,소각,138.4,138.4,130.3,0,54.1,14.7,5.4,31.2,24.9,6.6,3.2,1.2,0,2.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,재활용,407.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.1,28.3,33,12.4,17.7,28.4,0,0,0.1,0.3,1.7,6.7,1.3,0,5.8,1,26.9,0.5,243.2
서울,송파구,발생량,발생량,451.1,136.7,129.9,3,56.5,1.8,1.8,36.8,30,4.8,1.5,1.2,0.3,1.8,2,144.9,34.2,29.5,12.2,9.6,50.9,1,0,4.5,0,0,0,2.6,0,0,0,0,0.4,169.5
서울,송파구,처리방법,매립,44.4,44.4,42.6,1,15,0.5,0.5,5.5,20.1,1.3,0.5,0.2,0.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,소각,92.3,92.3,87.3,2,41.5,1.3,1.3,31.3,9.9,3.5,1,1,0.2,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,재활용,314.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9,34.2,29.5,12.2,9.6,50.9,1,0,4.5,0,0,0,2.6,0,0,0,0,0.4,169.5
서울,강동구,발생량,발생량,346.9,95.2,92.2,1.9,32,4.6,3.3,10.8,39.6,2.9,0.7,0.7,0.4,1.1,0.1,144.6,59.5,23,17.9,19.8,10.5,1.6,1.5,0.5,0,0,0,7.9,2.4,0,0,0,0,107.1
서울,강동구,처리방법,매립,21.1,21.1,19.7,0.4,7.7,1,0.9,2.3,7.4,1.3,0.4,0.2,0.2,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,소각,74.1,74.1,72.5,1.5,24.3,3.6,2.4,8.5,32.2,1.6,0.3,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,재활용,251.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.6,59.5,23,17.9,19.8,10.5,1.6,1.5,0.5,0,0,0,7.9,2.4,0,0,0,0,107.1
부산,중구,발생량,발생량,75.6,48.9,38.2,7,16.7,0.3,0.9,9.2,4.1,4.7,0.8,0.8,0,3.1,6,12.9,4.7,2.6,0.6,0.7,1.3,0.1,0.5,0,0,0,0,1.3,0,0,0,0,1.1,13.8
부산,중구,처리방법,매립,7.9,7.9,5.3,0.4,1.2,0,0.4,1.3,2,2.5,0.4,0.2,0,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,소각,36.4,36.4,29.4,6,14,0,0.2,7.4,1.8,2,0.4,0.6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,재활용,31.3,4.6,3.5,0.6,1.5,0.3,0.3,0.5,0.3,0.2,0,0,0,0.2,0.9,12.9,4.7,2.6,0.6,0.7,1.3,0.1,0.5,0,0,0,0,1.3,0,0,0,0,1.1,13.8
부산,서구,발생량,발생량,96.2,27.7,17.5,2.2,7,0.7,1.3,5.1,1.2,3.3,0,0.1,0,3.2,6.9,47,18.8,8.3,2.1,3.2,4,0.2,0.6,0,0,0,0.1,5.3,0,0,0,0,4.4,21.5
부산,서구,처리방법,매립,4.9,4.9,2.5,0,0.1,0.1,0.1,1.6,0.6,1.2,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,소각,19.4,19.4,12.7,2.1,6.4,0.6,1.2,2.4,0,2,0,0,0,2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,재활용,71.9,3.4,2.3,0.1,0.5,0,0,1.1,0.6,0.1,0,0.1,0,0,1,47,18.8,8.3,2.1,3.2,4,0.2,0.6,0,0,0,0.1,5.3,0,0,0,0,4.4,21.5
부산,동구,발생량,발생량,89.4,28.8,22.1,2.9,8.8,1,1.7,6.2,1.5,4.1,0,0,0,4.1,2.6,43.9,18.2,7.5,2,2.2,3.8,0.1,0.5,0,0,0,0.1,4.8,0,0,0,0,4.7,16.7
부산,동구,처리방법,매립,4.5,4.5,3,0.1,0.1,0.1,0.1,1.9,0.7,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,소각,20.4,20.4,15.9,2.7,8,0.8,1.6,2.8,0,2.6,0,0,0,2.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,재활용,64.5,3.9,3.2,0.1,0.7,0.1,0,1.5,0.8,0,0,0,0,0,0.7,43.9,18.2,7.5,2,2.2,3.8,0.1,0.5,0,0,0,0.1,4.8,0,0,0,0,4.7,16.7
부산,영도구,발생량,발생량,117.4,31.8,24.6,3.1,10.1,1.1,1.8,6.8,1.7,3.8,0,0,0,3.8,3.4,60.4,24.9,10.2,2.7,4.6,3.9,0.2,0.8,0,0,0,0.1,6.7,0,0,0,0,6.3,25.2
부산,영도구,처리방법,매립,3.1,3.1,2.1,0,0,0.1,0.1,1.4,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,소각,23.3,23.3,17.8,3,9,0.9,1.7,3.2,0,2.8,0,0,0,2.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,재활용,91,5.4,4.7,0.1,1.1,0.1,0,2.2,1.2,0,0,0,0,0,0.7,60.4,24.9,10.2,2.7,4.6,3.9,0.2,0.8,0,0,0,0.1,6.7,0,0,0,0,6.3,25.2
