구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,캔류,합성,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,분리배출
서울,중구,처리방법,재활용,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.1,140,10.4,2.5,0.9,0.8,0,0,0,0,0,0.3,20.2,0,0,0,0,0,96.9
서울,용산구,발생량,발생량,247.1,87.7,87.7,0,27.6,5.1,1.3,5.3,48.4,0,0,0,0,0,0,89.7,52.2,5.5,2.9,3.5,8.5,0.3,1,0,0,0,0.1,12.1,2.2,0,0.2,0.8,0.4,69.7
서울,용산구,처리방법,매립,11.3,11.3,11.3,0,3.7,0.8,0.1,1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,소각,76.4,76.4,76.4,0,23.9,4.3,1.2,4.3,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,용산구,처리방법,재활용,159.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7,52.2,5.5,2.9,3.5,8.5,0.3,1,0,0,0,0.1,12.1,2.2,0,0.2,0.8,0.4,69.7
서울,성동구,발생량,발생량,236.6,78.6,75.7,0,32,1.5,2.9,22.7,16.6,2.9,0,0.2,0.1,2.6,0,73.2,34.2,10.8,6.9,8.3,9.1,0,0.3,0,0,0,0,2.9,0.2,0,0,0,0.5,84.8
서울,성동구,처리방법,매립,21.2,21.2,19.7,0,8.2,0.3,1.7,4.7,4.8,1.5,0,0.2,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,소각,57.4,57.4,56,0,23.8,1.2,1.2,18,11.8,1.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성동구,처리방법,재활용,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,34.2,10.8,6.9,8.3,9.1,0,0.3,0,0,0,0,2.9,0.2,0,0,0,0.5,84.8
서울,광진구,발생량,발생량,300.6,83.6,78.5,0.6,27,1.7,1.4,21.2,26.6,4.8,0.6,0.5,1,2.7,0.3,122.9,68.3,13.2,1.6,1.1,9.4,0,1,0.4,0,0,0.3,15.7,0.4,0,11.5,0,0,94.1
서울,광진구,처리방법,매립,21.4,21.4,20.7,0.1,7.4,0.2,0.2,6.2,6.6,0.7,0.1,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,소각,62.2,62.2,57.8,0.5,19.6,1.5,1.2,15,20,4.1,0.5,0.5,0.6,2.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,처리방법,재활용,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.9,68.3,13.2,1.6,1.1,9.4,0,1,0.4,0,0,0.3,15.7,0.4,0,11.5,0,0,94.1
서울,동대문구,발생량,발생량,401.2,110.5,107.3,0,49.6,7.5,8.7,25.7,15.8,3.2,0,0,0,3.2,0,188.1,84.7,39.4,27.8,14.8,7.3,3,0.2,0,0,0,0.2,2.5,0,0,3.2,0,5,102.6
서울,동대문구,처리방법,매립,20.6,20.6,17.4,0,4.5,3.7,4.5,1.2,3.5,3.2,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,소각,89.9,89.9,89.9,0,45.1,3.8,4.2,24.5,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동대문구,처리방법,재활용,290.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.1,84.7,39.4,27.8,14.8,7.3,3,0.2,0,0,0,0.2,2.5,0,0,3.2,0,5,102.6
서울,중랑구,발생량,발생량,357.3,102.7,100,4.8,52.6,0.6,1.9,26,14.1,2.1,0.7,1.3,0.1,0,0.6,165.7,84.7,38,21.5,11.3,5.7,0.5,0,0.1,0,0,3.4,0.4,0.1,0,0,0,0,88.9
서울,중랑구,처리방법,매립,13.6,13.6,12.7,0.7,5.6,0.6,1.6,3.9,0.3,0.3,0.1,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,소각,89.1,89.1,87.3,4.1,47,0,0.3,22.1,13.8,1.8,0.6,1.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,처리방법,재활용,254.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.7,84.7,38,21.5,11.3,5.7,0.5,0,0.1,0,0,3.4,0.4,0.1,0,0,0,0,88.9
서울,성북구,발생량,발생량,341.4,102.5,102.5,12.7,37.9,17.4,1.5,8.1,24.9,0,0,0,0,0,0,136.5,81.5,7.1,5.5,19.7,5.5,0.4,0.1,0.1,0,0,0.2,0,1.4,0,15,0,0,102.4
서울,성북구,처리방법,매립,12.5,12.5,12.5,1.8,3.7,1.7,0.4,0.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,소각,90,90,90,10.9,34.2,15.7,1.1,7.4,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,성북구,처리방법,재활용,238.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.5,81.5,7.1,5.5,19.7,5.5,0.4,0.1,0.1,0,0,0.2,0,1.4,0,15,0,0,102.4
서울,강북구,발생량,발생량,224.3,75.2,70.7,3.4,38.5,3.2,0.3,18.2,7.1,4.4,0.5,1,0.1,2.8,0.1,65.4,5.2,21.4,6,5.4,16.3,2,0.4,0.3,0,0,2.1,4.3,1.2,0,0.5,0.1,0.2,83.7
서울,강북구,처리방법,매립,8,8,6.1,0.3,3.3,0.3,0,1.6,0.6,1.8,0,0.1,0,1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,소각,67.2,67.2,64.6,3.1,35.2,2.9,0.3,16.6,6.5,2.6,0.5,0.9,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강북구,처리방법,재활용,149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4,5.2,21.4,6,5.4,16.3,2,0.4,0.3,0,0,2.1,4.3,1.2,0,0.5,0.1,0.2,83.7
서울,도봉구,발생량,발생량,290.2,64,58.8,0,15,1,0.5,3,39.3,5.2,5,0,0,0.2,0,137.8,114.8,2.3,0.3,13.3,0.8,0.4,0.1,0,0,0,0,0,5.8,0,0,0,0,88.4
서울,도봉구,처리방법,매립,5.2,5.2,0,0,0,0,0,0,0,5.2,5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,소각,58.8,58.8,58.8,0,15,1,0.5,3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,도봉구,처리방법,재활용,226.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.8,114.8,2.3,0.3,13.3,0.8,0.4,0.1,0,0,0,0,0,5.8,0,0,0,0,88.4
서울,노원구,발생량,발생량,443.2,116.5,115.2,0,39,13,1,1,61.2,1.3,0.3,0.1,0,0.9,0,174.1,70.4,12,11.2,27.1,26.1,0.2,1.2,0.1,0,0,0.6,9.1,0.6,0,13,0.3,2.2,152.6
서울,노원구,처리방법,매립,6.5,6.5,5.2,0,0,0,0,0,5.2,1.3,0.3,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,소각,110,110,110,0,39,13,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,처리방법,재활용,326.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1,70.4,12,11.2,27.1,26.1,0.2,1.2,0.1,0,0,0.6,9.1,0.6,0,13,0.3,2.2,152.6
서울,은평구,발생량,발생량,277.5,134.1,134.1,0,18.1,15.1,8.5,6.2,86.2,0,0,0,0,0,0,52.3,2.6,2.6,1.4,13.5,5.8,0.4,1.6,0,0,0,0,0.2,0,0,23.8,0,0.4,91.1
서울,은평구,처리방법,매립,48.3,48.3,48.3,0,9,2.8,4.9,3.2,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,소각,85.8,85.8,85.8,0,9.1,12.3,3.6,3,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,은평구,처리방법,재활용,143.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,2.6,2.6,1.4,13.5,5.8,0.4,1.6,0,0,0,0,0.2,0,0,23.8,0,0.4,91.1
서울,서대문구,발생량,발생량,282.6,98.4,97.5,0,6.7,1.6,2.7,3.4,83.1,0,0,0,0,0,0.9,107.8,55.4,21.2,2,4.5,6,0,5.7,0,0,0.3,12.7,0,0,0,0,0,0,76.4
서울,서대문구,처리방법,매립,12,12,11.1,0,0.6,0.3,0.4,0.7,9.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,소각,86.4,86.4,86.4,0,6.1,1.3,2.3,2.7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서대문구,처리방법,재활용,184.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8,55.4,21.2,2,4.5,6,0,5.7,0,0,0.3,12.7,0,0,0,0,0,0,76.4
서울,마포구,발생량,발생량,448.3,132.5,129.4,3.4,79.9,2.7,2,21.3,20.1,3.1,0.1,0,0.2,2.8,0,186.7,80.1,17.3,9.2,20.9,14.5,0.3,0.2,0.1,0,0,1.1,17.6,15.7,0,0,0,9.7,129.1
서울,마포구,처리방법,매립,14.1,14.1,13.6,0.5,6.7,0.5,0.7,2.6,2.6,0.5,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,소각,118.4,118.4,115.8,2.9,73.2,2.2,1.3,18.7,17.5,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,마포구,처리방법,재활용,315.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.7,80.1,17.3,9.2,20.9,14.5,0.3,0.2,0.1,0,0,1.1,17.6,15.7,0,0,0,9.7,129.1
서울,양천구,발생량,발생량,262.1,90,90,0,0,0,0,0,90,0,0,0,0,0,0,65.2,50.6,3.1,2,0,4.8,0.5,0.3,0.1,0,0,0.1,1.1,0.9,0,0,0,1.7,106.9
서울,양천구,처리방법,매립,12,12,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,소각,78,78,78,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,처리방법,재활용,172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,50.6,3.1,2,0,4.8,0.5,0.3,0.1,0,0,0.1,1.1,0.9,0,0,0,1.7,106.9
서울,강서구,발생량,발생량,357.4,128.9,123,0,28.5,1.9,8.7,8.3,75.6,5.9,0.6,1.4,0.3,3.6,0,72.6,30.4,11.9,4.6,4.9,10.4,2,0.1,0.1,0,0,1.5,0.6,1.2,0,0.2,2.1,2.6,155.9
서울,강서구,처리방법,매립,18.8,18.8,15.5,0,4.4,1.9,2.2,2.9,4.1,3.3,0.1,0.2,0.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,소각,110.1,110.1,107.5,0,24.1,0,6.5,5.4,71.5,2.6,0.5,1.2,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강서구,처리방법,재활용,228.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,30.4,11.9,4.6,4.9,10.4,2,0.1,0.1,0,0,1.5,0.6,1.2,0,0.2,2.1,2.6,155.9
서울,구로구,발생량,발생량,290.4,135.8,135.8,8.9,31.6,11.8,5.8,13.1,64.6,0,0,0,0,0,0,57.4,3.4,3.4,1.7,41,4.1,0.5,0.2,0,0,0,0.2,1.9,1,0,0,0,0,97.2
서울,구로구,처리방법,매립,33,33,33,0,15.1,5.5,2.5,3.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,소각,102.8,102.8,102.8,8.9,16.5,6.3,3.3,9.5,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,구로구,처리방법,재활용,154.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,3.4,3.4,1.7,41,4.1,0.5,0.2,0,0,0,0.2,1.9,1,0,0,0,0,97.2
서울,금천구,발생량,발생량,233.4,68.8,66,0.1,2.3,0.1,0.3,1.4,61.8,2,0,0.1,0.6,1.3,0.8,101.9,31.9,12.7,6.9,19,10.4,0.2,1,0.1,0,0,0.7,6.2,1.9,0,8,0,2.9,62.7
서울,금천구,처리방법,매립,68.8,68.8,66,0.1,2.3,0.1,0.3,1.4,61.8,2,0,0.1,0.6,1.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,금천구,처리방법,재활용,164.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.9,31.9,12.7,6.9,19,10.4,0.2,1,0.1,0,0,0.7,6.2,1.9,0,8,0,2.9,62.7
서울,영등포구,발생량,발생량,331.5,108.9,97,0,81.7,2.7,3.9,3.2,5.5,11.9,3.5,3,4,1.4,0,78.8,5.5,19.4,5.6,15.3,10,5.2,0.1,0,0,0,0.1,7.8,0.6,0,8.7,0,0.5,143.8
서울,영등포구,처리방법,매립,18.3,18.3,14.4,0,10.8,0.8,0.8,1,1,3.9,1.5,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,소각,90.6,90.6,82.6,0,70.9,1.9,3.1,2.2,4.5,8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,처리방법,재활용,222.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,5.5,19.4,5.6,15.3,10,5.2,0.1,0,0,0,0.1,7.8,0.6,0,8.7,0,0.5,143.8
서울,동작구,발생량,발생량,266.2,87.1,87.1,0,0,0,0,0,87.1,0,0,0,0,0,0,82,34.8,14.3,6.6,6.9,8.8,0.4,1.1,0.1,0,0,0.1,7.4,1.5,0,0,0,0,97.1
서울,동작구,처리방법,매립,17.6,17.6,17.6,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,소각,69.5,69.5,69.5,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,동작구,처리방법,재활용,179.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,34.8,14.3,6.6,6.9,8.8,0.4,1.1,0.1,0,0,0.1,7.4,1.5,0,0,0,0,97.1
서울,관악구,발생량,발생량,324.3,124,118.1,8.6,72.4,2,1.4,21.6,12.1,5.9,1.5,0.5,0.5,3.4,0,85.8,41.4,6,3.2,11.2,12.3,0,0.1,0,0,0,0.1,4.5,1.2,0,0,0.3,5.5,114.5
서울,관악구,처리방법,매립,69.7,69.7,65.2,4.1,35.6,1.4,1,14.5,8.6,4.5,1.1,0.4,0.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,소각,54.3,54.3,52.9,4.5,36.8,0.6,0.4,7.1,3.5,1.4,0.4,0.1,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,관악구,처리방법,재활용,200.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,41.4,6,3.2,11.2,12.3,0,0.1,0,0,0,0.1,4.5,1.2,0,0,0.3,5.5,114.5
서울,서초구,발생량,발생량,499.4,146.8,140.4,0,58,12.8,13.4,37,19.2,6.4,2.5,2.3,1.2,0.4,0,179,68.5,44.3,2.8,41.3,11.4,1.3,1.5,0.1,0,0,0.3,7.5,0,0,0,0,0,173.6
서울,서초구,처리방법,매립,29.5,29.5,28.1,0,11.9,2.4,2.8,7.8,3.2,1.4,0.5,0.5,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,소각,117.3,117.3,112.3,0,46.1,10.4,10.6,29.2,16,5,2,1.8,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,처리방법,재활용,352.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,68.5,44.3,2.8,41.3,11.4,1.3,1.5,0.1,0,0,0.3,7.5,0,0,0,0,0,173.6
서울,강남구,발생량,발생량,675.9,222.4,210.4,2.9,137.7,6,4.2,31.1,28.5,12,4.2,2.9,3,1.9,0,188.9,33.2,38.7,14.1,21.3,32.3,0.4,0,0,0,2,7.5,2.3,0,6.7,1.1,29,0.3,264.6
서울,강남구,처리방법,매립,153.6,153.6,145,0.6,103.6,3,2,20.3,15.5,8.6,3.1,2.1,1.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,소각,68.8,68.8,65.4,2.3,34.1,3,2.2,10.8,13,3.4,1.1,0.8,1.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강남구,처리방법,재활용,453.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9,33.2,38.7,14.1,21.3,32.3,0.4,0,0,0,2,7.5,2.3,0,6.7,1.1,29,0.3,264.6
서울,송파구,발생량,발생량,487.7,137,131.5,2.5,58.5,1.5,1.5,1.5,66,4,1.5,1,0,1.5,1.5,174.3,71.9,25.2,14.8,19.4,25.5,0,0.2,0,0,0,0.1,12.1,1.2,0,0,0,3.9,176.4
서울,송파구,처리방법,매립,33.2,33.2,31.7,0.5,18.5,0.5,0.5,0.5,11.2,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,소각,103.8,103.8,99.8,2,40,1,1,1,54.8,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,송파구,처리방법,재활용,350.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.3,71.9,25.2,14.8,19.4,25.5,0,0.2,0,0,0,0.1,12.1,1.2,0,0,0,3.9,176.4
서울,강동구,발생량,발생량,380.1,104.8,93.8,0,1.3,2.5,6.4,1.4,82.2,11,0.9,3.1,0.9,6.1,0,154.8,59.6,23.3,17.9,19.9,10.6,1.6,1.5,0.5,0,0,0,8,2.8,0,7.9,0.4,0.8,120.5
서울,강동구,처리방법,매립,25.2,25.2,21.6,0,0.9,0.3,0.4,0.4,19.6,3.6,0.8,0.6,0.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,소각,79.6,79.6,72.2,0,0.4,2.2,6,1,62.6,7.4,0.1,2.5,0.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,강동구,처리방법,재활용,275.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.8,59.6,23.3,17.9,19.9,10.6,1.6,1.5,0.5,0,0,0,8,2.8,0,7.9,0.4,0.8,120.5
부산,중구,발생량,발생량,78.9,49.5,39.1,7.5,16.9,0.3,0.8,9.7,3.9,4.7,0.9,0.9,0,2.9,5.7,14.3,6.2,2.4,0.7,0.5,0.5,0.2,0.5,0,0,0,0,1.6,0,0,0,0,1.7,15.1
부산,중구,처리방법,매립,6.4,6.4,4.1,0.2,0.9,0,0.2,1.1,1.7,2,0.3,0.1,0,1.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,소각,39,39,31.5,6.7,14.4,0,0.4,8,2,2.6,0.6,0.8,0,1.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,중구,처리방법,재활용,33.5,4.1,3.5,0.6,1.6,0.3,0.2,0.6,0.2,0.1,0,0,0,0.1,0.5,14.3,6.2,2.4,0.7,0.5,0.5,0.2,0.5,0,0,0,0,1.6,0,0,0,0,1.7,15.1
부산,서구,발생량,발생량,101.7,30.2,20.7,3.4,8.5,0.5,1.5,5.6,1.2,2.9,0,0,0,2.9,6.6,49.3,24.1,6.4,2.2,3.4,1.7,0.2,0.7,0,0,0,0.1,6.7,0,0,0,0,3.8,22.2
부산,서구,처리방법,매립,3.7,3.7,1.6,0.1,0.3,0,0,0.9,0.3,1.1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,소각,22.6,22.6,15.7,3.2,7.6,0.4,1.5,3,0,1.8,0,0,0,1.8,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,처리방법,재활용,75.4,3.9,3.4,0.1,0.6,0.1,0,1.7,0.9,0,0,0,0,0,0.5,49.3,24.1,6.4,2.2,3.4,1.7,0.2,0.7,0,0,0,0.1,6.7,0,0,0,0,3.8,22.2
부산,동구,발생량,발생량,92.6,28.8,24.4,3.9,10,0.6,1.8,6.6,1.5,0.1,0.1,0,0,0,4.3,46.1,22.9,6.1,2,2.4,1.5,0.1,0.5,0,0,0,0.1,6.3,0,0,0,0,4.2,17.7
부산,동구,처리방법,매립,4.5,4.5,2.7,0.2,0.4,0.1,0.1,1.4,0.5,0.1,0.1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,소각,20.6,20.6,18.3,3.7,9,0.4,1.7,3.5,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,동구,처리방법,재활용,67.5,3.7,3.4,0,0.6,0.1,0,1.7,1,0,0,0,0,0,0.3,46.1,22.9,6.1,2,2.4,1.5,0.1,0.5,0,0,0,0.1,6.3,0,0,0,0,4.2,17.7
부산,영도구,발생량,발생량,123.9,33.8,26.8,4.3,10.9,0.7,1.9,7.4,1.6,3.7,0,0,0,3.7,3.3,64.1,31.4,8.3,2.9,3.1,1.8,0.3,0.7,0,0,0,0.1,8.5,0,0,0,0,7,26
부산,영도구,처리방법,매립,3.8,3.8,2.2,0.2,0.4,0,0,1.2,0.4,1.4,0,0,0,1.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,소각,24.8,24.8,19.8,4,9.6,0.5,1.9,3.8,0,2.2,0,0,0,2.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,영도구,처리방법,재활용,95.3,5.2,4.8,0.1,0.9,0.2,0,2.4,1.2,0.1,0,0,0,0.1,0.3,64.1,31.4,8.3,2.9,3.1,1.8,0.3,0.7,0,0,0,0.1,8.5,0,0,0,0,7,26
부산,부산진구,발생량,발생량,270.5,72.3,48.1,1.9,8.8,1.5,0.2,24.6,11.1,8.9,0.5,0.2,0,8.2,15.3,128.2,60.8,17.2,5.6,9.5,5,0.4,1.5,0,0,0,0.3,15.9,0,0,0,0,12,70
