시도,폐기물 종류,,,2020발생량,총계,,,,공공처리,,,,자가처리,,,,위탁처리,,,
,,,,,재활용,소각,매립,기타,재활용,소각,매립,기타,재활용,소각,매립,기타,재활용,소각,매립,기타
경기,혼합배출,불연성,소계,180686.4,23168.8,90565.1,66530.5,422,6525,86022.1,64406.1,0,0,0,0,0,16643.8,4543,2124.4,422
경기,혼합배출,불연성,폐금속류,35741.4,1838.3,26652,7242.3,8.8,480,26315.7,7242.3,0,0,0,0,0,1358.3,336.3,0,8.8
경기,혼합배출,불연성,폐유리류,47943.6,621.2,33505.5,13809,7.9,23,33128.1,13773,0,0,0,0,0,598.2,377.4,36,7.9
경기,혼합배출,불연성,폐토사류,18145.7,6136.5,4391.7,7612.3,5.2,43,3298.5,7612.3,0,0,0,0,0,6093.5,1093.2,0,5.2
경기,혼합배출,불연성,폐타일 및 도자기류,5787.8,3991.7,983,781.2,31.9,0,936.5,673.2,0,0,0,0,0,3991.7,46.5,108,31.9
경기,혼합배출,불연성,연탄재,9942,626.1,1497.7,7818.2,0,0,1410.2,7678.2,0,0,0,0,0,626.1,87.5,140,0
경기,혼합배출,불연성,기타,63125.9,9955,23535.2,29267.5,368.2,5979,20933.1,27427.1,0,0,0,0,0,3976,2602.1,1840.4,368.2
경기,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),18186.3,9240,1757.3,5811.8,1377.2,53,1154.4,5811.8,0,0,0,0,0,9187,602.9,0,1377.2
경기,혼합배출,기타(배출불명등),,12216.5,985.5,6260.6,4970.4,0,915,2567.8,4970.4,0,0,0,0,0,70.5,3692.8,0,0
경기,재활용 가능자원 분리배출,소계,,861287.4,794523.7,61012.4,4287.3,1464,323454.8,36677.8,4264.4,0,0,0,0,0,471068.9,24334.6,22.9,1464
경기,재활용 가능자원 분리배출,폐지류,종이팩,9968.2,9968.2,0,0,0,356.1,0,0,0,0,0,0,0,9612.1,0,0,0
경기,재활용 가능자원 분리배출,폐지류,기타,201047.6,201047.6,0,0,0,18367.8,0,0,0,0,0,0,0,182679.8,0,0,0
경기,재활용 가능자원 분리배출,고철류,,13949.5,13949.5,0,0,0,5906.3,0,0,0,0,0,0,0,8043.2,0,0,0
경기,재활용 가능자원 분리배출,금속캔,,11151.1,11151.1,0,0,0,5139.1,0,0,0,0,0,0,0,6012,0,0,0
경기,재활용 가능자원 분리배출,폐합성수지류,비닐류,92924.8,92924.8,0,0,0,37760,0,0,0,0,0,0,0,55164.8,0,0,0
경기,재활용 가능자원 분리배출,폐합성수지류,발포수지류,16068.1,16068.1,0,0,0,8181.9,0,0,0,0,0,0,0,7886.2,0,0,0
경기,재활용 가능자원 분리배출,폐합성수지류,PET병,43791.8,43791.8,0,0,0,24677.8,0,0,0,0,0,0,0,19114,0,0,0
경기,재활용 가능자원 분리배출,폐합성수지류,기타,99623.9,99623.9,0,0,0,67649.2,0,0,0,0,0,0,0,31974.7,0,0,0
경기,재활용 가능자원 분리배출,폐고무류,,67.1,67.1,0,0,0,57.1,0,0,0,0,0,0,0,10,0,0,0
경기,재활용 가능자원 분리배출,폐유리병류,,50447,50447,0,0,0,24325.2,0,0,0,0,0,0,0,26121.8,0,0,0
경기,재활용 가능자원 분리배출,폐의류,,6383.7,6383.7,0,0,0,111.1,0,0,0,0,0,0,0,6272.6,0,0,0
경기,재활용 가능자원 분리배출,폐섬유류,,7982.6,7982.6,0,0,0,839.6,0,0,0,0,0,0,0,7143,0,0,0
경기,재활용 가능자원 분리배출,조명폐기물,,2642.4,2642.4,0,0,0,693.8,0,0,0,0,0,0,0,1948.6,0,0,0
경기,재활용 가능자원 분리배출,폐전지류,,39484.5,39484.5,0,0,0,691.2,0,0,0,0,0,0,0,38793.3,0,0,0
경기,재활용 가능자원 분리배출,영농폐기물,농약용기류,100.5,100.5,0,0,0,69.5,0,0,0,0,0,0,0,31,0,0,0
경기,재활용 가능자원 분리배출,영농폐기물,폐비닐,19381.3,19381.3,0,0,0,11067,0,0,0,0,0,0,0,8314.3,0,0,0
경기,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,재활용 가능자원 분리배출,폐전기전자제품,,14769.8,14769.8,0,0,0,8895.3,0,0,0,0,0,0,0,5874.5,0,0,0
경기,재활용 가능자원 분리배출,폐가구류,,87964.5,87964.5,0,0,0,72875.1,0,0,0,0,0,0,0,15089.4,0,0,0
경기,재활용 가능자원 분리배출,기타,,24446.6,24446.6,0,0,0,13583.1,0,0,0,0,0,0,0,10863.5,0,0,0
경기,재활용 가능자원 분리배출,재활용 잔재물,,119092.4,52328.7,61012.4,4287.3,1464,22208.6,36677.8,4264.4,0,0,0,0,0,30120.1,24334.6,22.9,1464
경기,음식물류 폐기물 분리배출,,,1151693.1,1146607,3585.3,628,872.8,671779.6,3585.3,628,0,5746.2,0,0,872.8,469081.2,0,0,0
강원,합계,,,667683.5,318411,161357,184622.3,3293.2,184168.7,161357,184571.6,2580.7,807.8,0,0,0,133434.5,0,50.7,712.5
강원,혼합배출,소계,,369686.5,63224.8,140856.6,162311.9,3293.2,44946.8,140856.6,162261.2,2580.7,0,0,0,0,18278,0,50.7,712.5
강원,혼합배출,가연성,소계,276475.2,58742,125001.4,89722.9,3008.9,41242.9,125001.4,89722.9,2296.4,0,0,0,0,17499.1,0,0,712.5
강원,혼합배출,가연성,폐지류,82427.7,14197.2,39769.6,28460.9,0,13896.9,39769.6,28460.9,0,0,0,0,0,300.3,0,0,0
강원,혼합배출,가연성,폐합성수지류,87570.5,19380.3,45354.6,22835.6,0,12698,45354.6,22835.6,0,0,0,0,0,6682.3,0,0,0
강원,혼합배출,가연성,폐고무류,5664.7,1338.1,2162.3,2164.3,0,1319,2162.3,2164.3,0,0,0,0,0,19.1,0,0,0
강원,혼합배출,가연성,폐섬유류,15375.4,3855,6875.1,4645.3,0,1780.4,6875.1,4645.3,0,0,0,0,0,2074.6,0,0,0
강원,혼합배출,가연성,음식물류 폐기물,16778.8,2246.3,9267.2,5265.3,0,1729,9267.2,5265.3,0,0,0,0,0,517.3,0,0,0
강원,혼합배출,가연성,폐목재류,21098.6,8505.8,7062.7,2521.2,3008.9,618.1,7062.7,2521.2,2296.4,0,0,0,0,7887.7,0,0,712.5
강원,혼합배출,가연성,기타,47559.5,9219.3,14509.9,23830.3,0,9201.5,14509.9,23830.3,0,0,0,0,0,17.8,0,0,0
강원,혼합배출,불연성,소계,85139.1,4466.1,15846,64542.7,284.3,3703.9,15846,64492,284.3,0,0,0,0,762.2,0,50.7,0
강원,혼합배출,불연성,폐금속류,15778.4,448.4,2726.3,12603.7,0,93.5,2726.3,12603.7,0,0,0,0,0,354.9,0,0,0
강원,혼합배출,불연성,폐유리류,26986.8,526.4,5866.9,20593.5,0,330.4,5866.9,20593.5,0,0,0,0,0,196,0,0,0
강원,혼합배출,불연성,폐토사류,4489,0,164.2,4324.8,0,0,164.2,4324.8,0,0,0,0,0,0,0,0,0
강원,혼합배출,불연성,폐타일 및 도자기류,3159.5,11.1,233.4,2915,0,0,233.4,2915,0,0,0,0,0,11.1,0,0,0
강원,혼합배출,불연성,연탄재,13496.6,3335.6,489.6,9671.4,0,3280,489.6,9671.4,0,0,0,0,0,55.6,0,0,0
강원,혼합배출,불연성,기타,21228.8,144.6,6365.6,14434.3,284.3,0,6365.6,14383.6,284.3,0,0,0,0,144.6,0,50.7,0
강원,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),6066.8,0,0,6066.8,0,0,0,6066.8,0,0,0,0,0,0,0,0,0
강원,혼합배출,기타(배출불명등),,2005.4,16.7,9.2,1979.5,0,0,9.2,1979.5,0,0,0,0,0,16.7,0,0,0
강원,재활용 가능자원 분리배출,소계,,160274.2,132707.3,10238.8,17328.1,0,73794.1,10238.8,17328.1,0,0,0,0,0,58913.2,0,0,0
강원,재활용 가능자원 분리배출,폐지류,종이팩,944.8,944.8,0,0,0,709.8,0,0,0,0,0,0,0,235,0,0,0
강원,재활용 가능자원 분리배출,폐지류,기타,56338.8,56338.8,0,0,0,18226.1,0,0,0,0,0,0,0,38112.7,0,0,0
강원,재활용 가능자원 분리배출,고철류,,5584.5,5584.5,0,0,0,1718.4,0,0,0,0,0,0,0,3866.1,0,0,0
강원,재활용 가능자원 분리배출,금속캔,,3922.6,3922.6,0,0,0,1998.6,0,0,0,0,0,0,0,1924,0,0,0
강원,재활용 가능자원 분리배출,폐합성수지류,비닐류,4625.9,4625.9,0,0,0,4607.9,0,0,0,0,0,0,0,18,0,0,0
강원,재활용 가능자원 분리배출,폐합성수지류,발포수지류,852.3,852.3,0,0,0,655.3,0,0,0,0,0,0,0,197,0,0,0
강원,재활용 가능자원 분리배출,폐합성수지류,PET병,5795.9,5795.9,0,0,0,5670.7,0,0,0,0,0,0,0,125.2,0,0,0
강원,재활용 가능자원 분리배출,폐합성수지류,기타,5663.2,5663.2,0,0,0,5156.1,0,0,0,0,0,0,0,507.1,0,0,0
강원,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,재활용 가능자원 분리배출,폐유리병류,,9156.7,9156.7,0,0,0,6932.4,0,0,0,0,0,0,0,2224.3,0,0,0
강원,재활용 가능자원 분리배출,폐의류,,6175.2,6175.2,0,0,0,31.4,0,0,0,0,0,0,0,6143.8,0,0,0
강원,재활용 가능자원 분리배출,폐섬유류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,재활용 가능자원 분리배출,조명폐기물,,89.9,89.9,0,0,0,33.9,0,0,0,0,0,0,0,56,0,0,0
강원,재활용 가능자원 분리배출,폐전지류,,106.9,106.9,0,0,0,71.9,0,0,0,0,0,0,0,35,0,0,0
강원,재활용 가능자원 분리배출,영농폐기물,농약용기류,329.3,329.3,0,0,0,329.3,0,0,0,0,0,0,0,0,0,0,0
강원,재활용 가능자원 분리배출,영농폐기물,폐비닐,22957,22957,0,0,0,22957,0,0,0,0,0,0,0,0,0,0,0
강원,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원,재활용 가능자원 분리배출,폐전기전자제품,,3097.6,3097.6,0,0,0,2813.6,0,0,0,0,0,0,0,284,0,0,0
강원,재활용 가능자원 분리배출,폐가구류,,2343.1,2343.1,0,0,0,638.1,0,0,0,0,0,0,0,1705,0,0,0
강원,재활용 가능자원 분리배출,기타,,4723.6,4723.6,0,0,0,1243.6,0,0,0,0,0,0,0,3480,0,0,0
강원,재활용 가능자원 분리배출,재활용 잔재물,,27566.9,0,10238.8,17328.1,0,0,10238.8,17328.1,0,0,0,0,0,0,0,0,0
강원,음식물류 폐기물 분리배출,,,137722.8,122478.9,10261.6,4982.3,0,65427.8,10261.6,4982.3,0,807.8,0,0,0,56243.3,0,0,0
충북,합계,,,659454.6,274444.3,273847.5,110587.1,575.7,139702.9,236963.9,110550.6,575.7,256.7,0,0,0,134484.7,36883.6,36.5,0
충북,혼합배출,소계,,366827,7704.2,263654.3,95468.5,0,4030,226770.7,95468.5,0,0,0,0,0,3674.2,36883.6,0,0
충북,혼합배출,가연성,소계,287568.5,3086.2,248996.9,35485.4,0,0,214161.6,35485.4,0,0,0,0,0,3086.2,34835.3,0,0
충북,혼합배출,가연성,폐지류,77776,0,69128.1,8647.9,0,0,60090.3,8647.9,0,0,0,0,0,0,9037.8,0,0
충북,혼합배출,가연성,폐합성수지류,73971.9,820.2,61314.6,11837.1,0,0,54268.3,11837.1,0,0,0,0,0,820.2,7046.3,0,0
충북,혼합배출,가연성,폐고무류,3868.9,0,3209.9,659,0,0,2889.1,659,0,0,0,0,0,0,320.8,0,0
충북,혼합배출,가연성,폐섬유류,11108.5,0,8731.2,2377.3,0,0,7440.1,2377.3,0,0,0,0,0,0,1291.1,0,0
충북,혼합배출,가연성,음식물류 폐기물,30066.7,0,24818.2,5248.5,0,0,23086,5248.5,0,0,0,0,0,0,1732.2,0,0
충북,혼합배출,가연성,폐목재류,9105.8,2266,5612,1227.8,0,0,4927.7,1227.8,0,0,0,0,0,2266,684.3,0,0
충북,혼합배출,가연성,기타,81670.7,0,76182.9,5487.8,0,0,61460.1,5487.8,0,0,0,0,0,0,14722.8,0,0
충북,혼합배출,불연성,소계,77427.8,4618,14657.4,58152.4,0,4030,12609.1,58152.4,0,0,0,0,0,588,2048.3,0,0
충북,혼합배출,불연성,폐금속류,6645.8,0,3719.2,2926.6,0,0,3142.6,2926.6,0,0,0,0,0,0,576.6,0,0
충북,혼합배출,불연성,폐유리류,11429.1,0,6263.4,5165.7,0,0,5328.2,5165.7,0,0,0,0,0,0,935.2,0,0
충북,혼합배출,불연성,폐토사류,3684.7,0,457,3227.7,0,0,399.6,3227.7,0,0,0,0,0,0,57.4,0,0
충북,혼합배출,불연성,폐타일 및 도자기류,20020.2,0,200.1,19820.1,0,0,162.8,19820.1,0,0,0,0,0,0,37.3,0,0
충북,혼합배출,불연성,연탄재,6241.9,4030,1057.4,1154.5,0,4030,862.3,1154.5,0,0,0,0,0,0,195.1,0,0
충북,혼합배출,불연성,기타,29406.1,588,2960.3,25857.8,0,0,2713.6,25857.8,0,0,0,0,0,588,246.7,0,0
충북,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),1830.7,0,0,1830.7,0,0,0,1830.7,0,0,0,0,0,0,0,0,0
충북,혼합배출,기타(배출불명등),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,재활용 가능자원 분리배출,소계,,131454.2,127461.4,867,2550.1,575.7,56651.5,867,2550.1,575.7,0,0,0,0,70809.9,0,0,0
충북,재활용 가능자원 분리배출,폐지류,종이팩,1578.7,1578.7,0,0,0,20.4,0,0,0,0,0,0,0,1558.3,0,0,0
충북,재활용 가능자원 분리배출,폐지류,기타,44757.3,44757.3,0,0,0,4363.5,0,0,0,0,0,0,0,40393.8,0,0,0
충북,재활용 가능자원 분리배출,고철류,,4134.6,4134.6,0,0,0,1003.7,0,0,0,0,0,0,0,3130.9,0,0,0
충북,재활용 가능자원 분리배출,금속캔,,4480.3,4480.3,0,0,0,1674.9,0,0,0,0,0,0,0,2805.4,0,0,0
충북,재활용 가능자원 분리배출,폐합성수지류,비닐류,5763.6,5763.6,0,0,0,4757.1,0,0,0,0,0,0,0,1006.5,0,0,0
충북,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1557.3,1557.3,0,0,0,654.2,0,0,0,0,0,0,0,903.1,0,0,0
충북,재활용 가능자원 분리배출,폐합성수지류,PET병,13658,13658,0,0,0,4225.8,0,0,0,0,0,0,0,9432.2,0,0,0
충북,재활용 가능자원 분리배출,폐합성수지류,기타,2910.3,2910.3,0,0,0,2370.4,0,0,0,0,0,0,0,539.9,0,0,0
충북,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,재활용 가능자원 분리배출,폐유리병류,,8140.7,8140.7,0,0,0,4572.8,0,0,0,0,0,0,0,3567.9,0,0,0
충북,재활용 가능자원 분리배출,폐의류,,3758.3,3758.3,0,0,0,0,0,0,0,0,0,0,0,3758.3,0,0,0
충북,재활용 가능자원 분리배출,폐섬유류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,재활용 가능자원 분리배출,조명폐기물,,70,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
충북,재활용 가능자원 분리배출,폐전지류,,44.8,44.8,0,0,0,44.7,0,0,0,0,0,0,0,0.1,0,0,0
충북,재활용 가능자원 분리배출,영농폐기물,농약용기류,275,275,0,0,0,261,0,0,0,0,0,0,0,14,0,0,0
충북,재활용 가능자원 분리배출,영농폐기물,폐비닐,15501.3,15501.3,0,0,0,14464.7,0,0,0,0,0,0,0,1036.6,0,0,0
충북,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충북,재활용 가능자원 분리배출,폐전기전자제품,,763.2,763.2,0,0,0,597.3,0,0,0,0,0,0,0,165.9,0,0,0
충북,재활용 가능자원 분리배출,폐가구류,,1133.4,1133.4,0,0,0,523.7,0,0,0,0,0,0,0,609.7,0,0,0
충북,재활용 가능자원 분리배출,기타,,5474.5,5474.5,0,0,0,4299,0,0,0,0,0,0,0,1175.5,0,0,0
충북,재활용 가능자원 분리배출,재활용 잔재물,,17452.9,13460.1,867,2550.1,575.7,12748.3,867,2550.1,575.7,0,0,0,0,711.8,0,0,0
충북,음식물류 폐기물 분리배출,,,161173.4,139278.7,9326.2,12568.5,0,79021.4,9326.2,12532,0,256.7,0,0,0,60000.6,0,36.5,0
충남,합계,,,766650.3,317174,380293.1,67713.5,1469.7,145015.6,279241.1,67471.1,1469.7,97.7,0,0,0,172060.7,101052,242.4,0
충남,혼합배출,소계,,432565.5,4596.8,361287,65294,1387.7,1274.9,267911.2,65059,1387.7,0,0,0,0,3321.9,93375.8,235,0
충남,혼합배출,가연성,소계,369067.2,1858.5,331336.3,34591.2,1281.2,519.8,245400.7,34591.2,1281.2,0,0,0,0,1338.7,85935.6,0,0
충남,혼합배출,가연성,폐지류,100211.7,236,87166.3,12324.1,485.3,125,59721.2,12324.1,485.3,0,0,0,0,111,27445.1,0,0
충남,혼합배출,가연성,폐합성수지류,90065.3,846.3,81910.1,7009.6,299.3,244.3,59884.3,7009.6,299.3,0,0,0,0,602,22025.8,0,0
충남,혼합배출,가연성,폐고무류,12942.2,0,10212.9,2722.9,6.4,0,7940.5,2722.9,6.4,0,0,0,0,0,2272.4,0,0
충남,혼합배출,가연성,폐섬유류,26958.2,4.5,24543.4,2365.7,44.6,4.5,21688.3,2365.7,44.6,0,0,0,0,0,2855.1,0,0
충남,혼합배출,가연성,음식물류 폐기물,38652.9,231.5,36519.5,1704.5,197.4,0,30759.8,1704.5,197.4,0,0,0,0,231.5,5759.7,0,0
충남,혼합배출,가연성,폐목재류,42882.2,540.2,40581.9,1627.8,132.3,146,37996.5,1627.8,132.3,0,0,0,0,394.2,2585.4,0,0
충남,혼합배출,가연성,기타,57354.7,0,50402.2,6836.6,115.9,0,27410.1,6836.6,115.9,0,0,0,0,0,22992.1,0,0
충남,혼합배출,불연성,소계,59774.2,2738.3,28366.6,28562.8,106.5,755.1,21463.4,28327.8,106.5,0,0,0,0,1983.2,6903.2,235,0
충남,혼합배출,불연성,폐금속류,13878.3,555.1,10721.9,2561.1,40.2,202.1,8932.7,2561.1,40.2,0,0,0,0,353,1789.2,0,0
충남,혼합배출,불연성,폐유리류,15553.2,913.5,9420.1,5176.3,43.3,370.5,6490.8,5176.3,43.3,0,0,0,0,543,2929.3,0,0
충남,혼합배출,불연성,폐토사류,10091.5,900,906.2,8284,1.3,0,523.7,8284,1.3,0,0,0,0,900,382.5,0,0
충남,혼합배출,불연성,폐타일 및 도자기류,2737.1,0,323.9,2410.7,2.5,0,213.2,2176,2.5,0,0,0,0,0,110.7,234.7,0
충남,혼합배출,불연성,연탄재,3348.6,187.2,377.4,2784,0,0,88.3,2784,0,0,0,0,0,187.2,289.1,0,0
충남,혼합배출,불연성,기타,14165.5,182.5,6617.1,7346.7,19.2,182.5,5214.7,7346.4,19.2,0,0,0,0,0,1402.4,0.3,0
충남,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2922.7,0,782.7,2140,0,0,703.7,2140,0,0,0,0,0,0,79,0,0
충남,혼합배출,기타(배출불명등),,801.4,0,801.4,0,0,0,343.4,0,0,0,0,0,0,0,458,0,0
충남,재활용 가능자원 분리배출,소계,,135193.5,119801.5,12972.5,2419.5,0,55235.1,5296.3,2412.1,0,0,0,0,0,64566.4,7676.2,7.4,0
충남,재활용 가능자원 분리배출,폐지류,종이팩,1075.8,1075.8,0,0,0,206,0,0,0,0,0,0,0,869.8,0,0,0
충남,재활용 가능자원 분리배출,폐지류,기타,49420.7,49420.7,0,0,0,3365.7,0,0,0,0,0,0,0,46055,0,0,0
충남,재활용 가능자원 분리배출,고철류,,7202.2,7202.2,0,0,0,1602.6,0,0,0,0,0,0,0,5599.6,0,0,0
충남,재활용 가능자원 분리배출,금속캔,,2398,2398,0,0,0,864.6,0,0,0,0,0,0,0,1533.4,0,0,0
충남,재활용 가능자원 분리배출,폐합성수지류,비닐류,3275.2,3275.2,0,0,0,2961.7,0,0,0,0,0,0,0,313.5,0,0,0
충남,재활용 가능자원 분리배출,폐합성수지류,발포수지류,2304,2304,0,0,0,1237.6,0,0,0,0,0,0,0,1066.4,0,0,0
충남,재활용 가능자원 분리배출,폐합성수지류,PET병,3873.8,3873.8,0,0,0,3193.7,0,0,0,0,0,0,0,680.1,0,0,0
충남,재활용 가능자원 분리배출,폐합성수지류,기타,11427.7,11427.7,0,0,0,8614.4,0,0,0,0,0,0,0,2813.3,0,0,0
충남,재활용 가능자원 분리배출,폐고무류,,49.3,49.3,0,0,0,49.3,0,0,0,0,0,0,0,0,0,0,0
충남,재활용 가능자원 분리배출,폐유리병류,,5555.3,5555.3,0,0,0,4112.4,0,0,0,0,0,0,0,1442.9,0,0,0
충남,재활용 가능자원 분리배출,폐의류,,2237.8,2237.8,0,0,0,65,0,0,0,0,0,0,0,2172.8,0,0,0
충남,재활용 가능자원 분리배출,폐섬유류,,82,82,0,0,0,35,0,0,0,0,0,0,0,47,0,0,0
충남,재활용 가능자원 분리배출,조명폐기물,,263.1,263.1,0,0,0,202.9,0,0,0,0,0,0,0,60.2,0,0,0
충남,재활용 가능자원 분리배출,폐전지류,,191.4,191.4,0,0,0,135.3,0,0,0,0,0,0,0,56.1,0,0,0
충남,재활용 가능자원 분리배출,영농폐기물,농약용기류,340.6,340.6,0,0,0,291.1,0,0,0,0,0,0,0,49.5,0,0,0
충남,재활용 가능자원 분리배출,영농폐기물,폐비닐,17229.5,17229.5,0,0,0,16669.2,0,0,0,0,0,0,0,560.3,0,0,0
충남,재활용 가능자원 분리배출,폐식용유,,35,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
충남,재활용 가능자원 분리배출,폐전기전자제품,,2274.6,2274.6,0,0,0,1131.9,0,0,0,0,0,0,0,1142.7,0,0,0
충남,재활용 가능자원 분리배출,폐가구류,,1278.7,1278.7,0,0,0,1229.3,0,0,0,0,0,0,0,49.4,0,0,0
충남,재활용 가능자원 분리배출,기타,,756.2,756.2,0,0,0,701.8,0,0,0,0,0,0,0,54.4,0,0,0
충남,재활용 가능자원 분리배출,재활용 잔재물,,23922.6,8530.6,12972.5,2419.5,0,8530.6,5296.3,2412.1,0,0,0,0,0,0,7676.2,7.4,0
충남,음식물류 폐기물 분리배출,,,198891.3,192775.7,6033.6,0,82,88505.6,6033.6,0,82,97.7,0,0,0,104172.4,0,0,0
전북,합계,,,612062.9,312854,180143.7,119065.2,0,158541.8,159069.7,117271.9,0,196.3,0,0,0,154115.9,21074,1793.3,0
전북,혼합배출,소계,,284949.4,5700.7,166856.5,112392.2,0,3495.8,146908.5,110946.7,0,0,0,0,0,2204.9,19948,1445.5,0
전북,혼합배출,가연성,소계,257304.7,5595.5,159963.1,91746.1,0,3390.6,141312.5,91176.4,0,0,0,0,0,2204.9,18650.6,569.7,0
전북,혼합배출,가연성,폐지류,77264.1,1233.7,50239.4,25791,0,1233.7,44478.7,25758.2,0,0,0,0,0,0,5760.7,32.8,0
전북,혼합배출,가연성,폐합성수지류,67093.4,3539,40796.2,22758.2,0,1334.1,35902.1,22689.8,0,0,0,0,0,2204.9,4894.1,68.4,0
전북,혼합배출,가연성,폐고무류,2927,50,1825.6,1051.4,0,50,1599.5,949,0,0,0,0,0,0,226.1,102.4,0
전북,혼합배출,가연성,폐섬유류,13098,57.4,7325.3,5715.3,0,57.4,6412.6,5652.9,0,0,0,0,0,0,912.7,62.4,0
전북,혼합배출,가연성,음식물류 폐기물,15233.5,82.4,8913.2,6237.9,0,82.4,7967.6,6129.6,0,0,0,0,0,0,945.6,108.3,0
전북,혼합배출,가연성,폐목재류,6835.1,126.5,3990.4,2718.2,0,126.5,3500.4,2611.4,0,0,0,0,0,0,490,106.8,0
전북,혼합배출,가연성,기타,74853.6,506.5,46873,27474.1,0,506.5,41451.6,27385.5,0,0,0,0,0,0,5421.4,88.6,0
전북,혼합배출,불연성,소계,27485.4,105.2,6860.9,20519.3,0,105.2,5563.5,19643.5,0,0,0,0,0,0,1297.4,875.8,0
전북,혼합배출,불연성,폐금속류,7409.8,35.2,1891.1,5483.5,0,35.2,1525.2,5067,0,0,0,0,0,0,365.9,416.5,0
전북,혼합배출,불연성,폐유리류,10972.9,27.7,2986.1,7959.1,0,27.7,2427.7,7672.9,0,0,0,0,0,0,558.4,286.2,0
전북,혼합배출,불연성,폐토사류,1314.8,3.9,356.4,954.5,0,3.9,292,911.6,0,0,0,0,0,0,64.4,42.9,0
전북,혼합배출,불연성,폐타일 및 도자기류,739.8,2.4,171.1,566.3,0,2.4,132.1,547.9,0,0,0,0,0,0,39,18.4,0
전북,혼합배출,불연성,연탄재,1985.3,0.1,562.2,1423,0,0.1,449.9,1400.6,0,0,0,0,0,0,112.3,22.4,0
전북,혼합배출,불연성,기타,5062.8,35.9,894,4132.9,0,35.9,736.6,4043.5,0,0,0,0,0,0,157.4,89.4,0
전북,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),92.9,0,0,92.9,0,0,0,92.9,0,0,0,0,0,0,0,0,0
전북,혼합배출,기타(배출불명등),,66.4,0,32.5,33.9,0,0,32.5,33.9,0,0,0,0,0,0,0,0,0
전북,재활용 가능자원 분리배출,소계,,105407.6,86114.1,13287.2,6006.3,0,50923.1,12161.2,5658.5,0,0,0,0,0,35191,1126,347.8,0
전북,재활용 가능자원 분리배출,폐지류,종이팩,2182.2,2182.2,0,0,0,422.6,0,0,0,0,0,0,0,1759.6,0,0,0
전북,재활용 가능자원 분리배출,폐지류,기타,6956.4,6956.4,0,0,0,3268,0,0,0,0,0,0,0,3688.4,0,0,0
전북,재활용 가능자원 분리배출,고철류,,15666.1,15666.1,0,0,0,1846.8,0,0,0,0,0,0,0,13819.3,0,0,0
전북,재활용 가능자원 분리배출,금속캔,,1383.4,1383.4,0,0,0,1108,0,0,0,0,0,0,0,275.4,0,0,0
전북,재활용 가능자원 분리배출,폐합성수지류,비닐류,3109.8,3109.8,0,0,0,2578.1,0,0,0,0,0,0,0,531.7,0,0,0
전북,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1970.7,1970.7,0,0,0,1559.3,0,0,0,0,0,0,0,411.4,0,0,0
전북,재활용 가능자원 분리배출,폐합성수지류,PET병,7864.5,7864.5,0,0,0,5717.4,0,0,0,0,0,0,0,2147.1,0,0,0
전북,재활용 가능자원 분리배출,폐합성수지류,기타,2502.9,2502.9,0,0,0,2139.6,0,0,0,0,0,0,0,363.3,0,0,0
전북,재활용 가능자원 분리배출,폐고무류,,787.2,787.2,0,0,0,787.2,0,0,0,0,0,0,0,0,0,0,0
전북,재활용 가능자원 분리배출,폐유리병류,,7749.2,7749.2,0,0,0,5560.4,0,0,0,0,0,0,0,2188.8,0,0,0
전북,재활용 가능자원 분리배출,폐의류,,200,200,0,0,0,169.2,0,0,0,0,0,0,0,30.8,0,0,0
전북,재활용 가능자원 분리배출,폐섬유류,,11.9,11.9,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0
전북,재활용 가능자원 분리배출,조명폐기물,,286.4,286.4,0,0,0,170.6,0,0,0,0,0,0,0,115.8,0,0,0
전북,재활용 가능자원 분리배출,폐전지류,,156.9,156.9,0,0,0,120.5,0,0,0,0,0,0,0,36.4,0,0,0
전북,재활용 가능자원 분리배출,영농폐기물,농약용기류,690,690,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0
