시도,폐기물 종류,,,2020발생량,총계,,,,공공처리,,,,자가처리,,,,위탁처리,,,
,,,,,재활용,소각,매립,기타,재활용,소각,매립,기타,재활용,소각,매립,기타,재활용,소각,매립,기타
인천,혼합배출,불연성,연탄재,460.9,1.2,11.1,448.6,0,1.2,10.8,448.6,0,0,0,0,0,0,0.3,0,0
인천,혼합배출,불연성,기타,9761.1,334.7,5215.1,4211.3,0,334.7,5123.1,4211.3,0,0,0,0,0,0,92,0,0
인천,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),198.8,0,128.2,70.6,0,0,0,0,0,0,0,0,0,0,128.2,70.6,0
인천,혼합배출,기타(배출불명등),,339.4,0,312.7,26.7,0,0,36.9,26.7,0,0,0,0,0,0,275.8,0,0
인천,재활용 가능자원 분리배출,소계,,134786.1,122804.3,11981.8,0,0,9196.5,2262.4,0,0,0,0,0,0,113607.8,9719.4,0,0
인천,재활용 가능자원 분리배출,폐지류,종이팩,135,135,0,0,0,18.1,0,0,0,0,0,0,0,116.9,0,0,0
인천,재활용 가능자원 분리배출,폐지류,기타,32662,32662,0,0,0,3511.4,0,0,0,0,0,0,0,29150.6,0,0,0
인천,재활용 가능자원 분리배출,고철류,,3193.6,3193.6,0,0,0,357.3,0,0,0,0,0,0,0,2836.3,0,0,0
인천,재활용 가능자원 분리배출,금속캔,,3879,3879,0,0,0,231.8,0,0,0,0,0,0,0,3647.2,0,0,0
인천,재활용 가능자원 분리배출,폐합성수지류,비닐류,31589.5,31589.5,0,0,0,1050,0,0,0,0,0,0,0,30539.5,0,0,0
인천,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1810.2,1810.2,0,0,0,13.2,0,0,0,0,0,0,0,1797,0,0,0
인천,재활용 가능자원 분리배출,폐합성수지류,PET병,3558,3558,0,0,0,151.8,0,0,0,0,0,0,0,3406.2,0,0,0
인천,재활용 가능자원 분리배출,폐합성수지류,기타,11412.8,11412.8,0,0,0,905.1,0,0,0,0,0,0,0,10507.7,0,0,0
인천,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,재활용 가능자원 분리배출,폐유리병류,,10169.9,10169.9,0,0,0,1049.6,0,0,0,0,0,0,0,9120.3,0,0,0
인천,재활용 가능자원 분리배출,폐의류,,3015.8,3015.8,0,0,0,0,0,0,0,0,0,0,0,3015.8,0,0,0
인천,재활용 가능자원 분리배출,폐섬유류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,재활용 가능자원 분리배출,조명폐기물,,315.3,315.3,0,0,0,0,0,0,0,0,0,0,0,315.3,0,0,0
인천,재활용 가능자원 분리배출,폐전지류,,227.9,227.9,0,0,0,75.2,0,0,0,0,0,0,0,152.7,0,0,0
인천,재활용 가능자원 분리배출,영농폐기물,농약용기류,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0
인천,재활용 가능자원 분리배출,영농폐기물,폐비닐,709.6,709.6,0,0,0,20.9,0,0,0,0,0,0,0,688.7,0,0,0
인천,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,재활용 가능자원 분리배출,폐전기전자제품,,3571.2,3571.2,0,0,0,272,0,0,0,0,0,0,0,3299.2,0,0,0
인천,재활용 가능자원 분리배출,폐가구류,,700.8,700.8,0,0,0,0,0,0,0,0,0,0,0,700.8,0,0,0
인천,재활용 가능자원 분리배출,기타,,262.3,262.3,0,0,0,112.5,0,0,0,0,0,0,0,149.8,0,0,0
인천,재활용 가능자원 분리배출,재활용 잔재물,,27569.3,15587.5,11981.8,0,0,1427.6,2262.4,0,0,0,0,0,0,14159.9,9719.4,0,0
인천,음식물류 폐기물 분리배출,,,228604.5,228604.5,0,0,0,99280.2,0,0,0,237.9,0,0,0,129086.4,0,0,0
광주,합계,,,420659.4,236336,13906.1,170417.3,0,143973.9,0,170417.3,0,289.7,0,0,0,92072.4,13906.1,0,0
광주,혼합배출,소계,,202193.3,17869.9,13906.1,170417.3,0,0,0,170417.3,0,0,0,0,0,17869.9,13906.1,0,0
광주,혼합배출,가연성,소계,175214.4,17439.9,11033,146741.5,0,0,0,146741.5,0,0,0,0,0,17439.9,11033,0,0
광주,혼합배출,가연성,폐지류,31505,0,298,31207,0,0,0,31207,0,0,0,0,0,0,298,0,0
광주,혼합배출,가연성,폐합성수지류,28732.6,157,269.5,28306.1,0,0,0,28306.1,0,0,0,0,0,157,269.5,0,0
광주,혼합배출,가연성,폐고무류,951.5,0,9,942.5,0,0,0,942.5,0,0,0,0,0,0,9,0,0
광주,혼합배출,가연성,폐섬유류,6792.5,0,7.1,6785.4,0,0,0,6785.4,0,0,0,0,0,0,7.1,0,0
광주,혼합배출,가연성,음식물류 폐기물,9743.5,0,9.3,9734.2,0,0,0,9734.2,0,0,0,0,0,0,9.3,0,0
광주,혼합배출,가연성,폐목재류,22493.6,17282.9,0,5210.7,0,0,0,5210.7,0,0,0,0,0,17282.9,0,0,0
광주,혼합배출,가연성,기타,74995.7,0,10440.1,64555.6,0,0,0,64555.6,0,0,0,0,0,0,10440.1,0,0
광주,혼합배출,불연성,소계,11786.1,430,101.2,11254.9,0,0,0,11254.9,0,0,0,0,0,430,101.2,0,0
광주,혼합배출,불연성,폐금속류,2926.5,430,22.2,2474.3,0,0,0,2474.3,0,0,0,0,0,430,22.2,0,0
광주,혼합배출,불연성,폐유리류,3171,0,31.2,3139.8,0,0,0,3139.8,0,0,0,0,0,0,31.2,0,0
광주,혼합배출,불연성,폐토사류,450.1,0,4.4,445.7,0,0,0,445.7,0,0,0,0,0,0,4.4,0,0
광주,혼합배출,불연성,폐타일 및 도자기류,268.8,0,2.7,266.1,0,0,0,266.1,0,0,0,0,0,0,2.7,0,0
광주,혼합배출,불연성,연탄재,45.9,0,0.1,45.8,0,0,0,45.8,0,0,0,0,0,0,0.1,0,0
광주,혼합배출,불연성,기타,4923.8,0,40.6,4883.2,0,0,0,4883.2,0,0,0,0,0,0,40.6,0,0
광주,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,혼합배출,기타(배출불명등),,15192.8,0,2771.9,12420.9,0,0,0,12420.9,0,0,0,0,0,0,2771.9,0,0
광주,재활용 가능자원 분리배출,소계,,56822.2,56822.2,0,0,0,15185.7,0,0,0,0,0,0,0,41636.5,0,0,0
광주,재활용 가능자원 분리배출,폐지류,종이팩,84.7,84.7,0,0,0,79.8,0,0,0,0,0,0,0,4.9,0,0,0
광주,재활용 가능자원 분리배출,폐지류,기타,6164.9,6164.9,0,0,0,791.3,0,0,0,0,0,0,0,5373.6,0,0,0
광주,재활용 가능자원 분리배출,고철류,,236,236,0,0,0,58.7,0,0,0,0,0,0,0,177.3,0,0,0
광주,재활용 가능자원 분리배출,금속캔,,509.9,509.9,0,0,0,286.6,0,0,0,0,0,0,0,223.3,0,0,0
광주,재활용 가능자원 분리배출,폐합성수지류,비닐류,10400.6,10400.6,0,0,0,5458.8,0,0,0,0,0,0,0,4941.8,0,0,0
광주,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1153.8,1153.8,0,0,0,512.5,0,0,0,0,0,0,0,641.3,0,0,0
광주,재활용 가능자원 분리배출,폐합성수지류,PET병,9004.6,9004.6,0,0,0,1120.8,0,0,0,0,0,0,0,7883.8,0,0,0
광주,재활용 가능자원 분리배출,폐합성수지류,기타,2291.1,2291.1,0,0,0,1236,0,0,0,0,0,0,0,1055.1,0,0,0
광주,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,재활용 가능자원 분리배출,폐유리병류,,5779.8,5779.8,0,0,0,1497.2,0,0,0,0,0,0,0,4282.6,0,0,0
광주,재활용 가능자원 분리배출,폐의류,,137.2,137.2,0,0,0,0,0,0,0,0,0,0,0,137.2,0,0,0
광주,재활용 가능자원 분리배출,폐섬유류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,재활용 가능자원 분리배출,조명폐기물,,161.3,161.3,0,0,0,144.8,0,0,0,0,0,0,0,16.5,0,0,0
광주,재활용 가능자원 분리배출,폐전지류,,103,103,0,0,0,91.2,0,0,0,0,0,0,0,11.8,0,0,0
광주,재활용 가능자원 분리배출,영농폐기물,농약용기류,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
광주,재활용 가능자원 분리배출,영농폐기물,폐비닐,297.8,297.8,0,0,0,263.5,0,0,0,0,0,0,0,34.3,0,0,0
광주,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,재활용 가능자원 분리배출,폐전기전자제품,,1452.8,1452.8,0,0,0,1013.3,0,0,0,0,0,0,0,439.5,0,0,0
광주,재활용 가능자원 분리배출,폐가구류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주,재활용 가능자원 분리배출,기타,,4029.7,4029.7,0,0,0,0,0,0,0,0,0,0,0,4029.7,0,0,0
광주,재활용 가능자원 분리배출,재활용 잔재물,,15014.2,15014.2,0,0,0,2631.2,0,0,0,0,0,0,0,12383,0,0,0
광주,음식물류 폐기물 분리배출,,,161643.9,161643.9,0,0,0,128788.2,0,0,0,289.7,0,0,0,32566,0,0,0
대전,합계,,,498151.8,365156.5,49455.7,83539.6,0,163818.8,49455.7,83539.6,0,1405.6,0,0,0,199932.1,0,0,0
대전,혼합배출,소계,,233028.3,100033,49455.7,83539.6,0,95787,49455.7,83539.6,0,0,0,0,0,4246,0,0,0
대전,혼합배출,가연성,소계,208689.1,92372.1,45235.9,71081.1,0,88298.1,45235.9,71081.1,0,0,0,0,0,4074,0,0,0
대전,혼합배출,가연성,폐지류,45629.8,19700.5,10062.5,15866.8,0,19700.5,10062.5,15866.8,0,0,0,0,0,0,0,0,0
대전,혼합배출,가연성,폐합성수지류,41863,18038.5,9324.8,14499.7,0,18038.5,9324.8,14499.7,0,0,0,0,0,0,0,0,0
대전,혼합배출,가연성,폐고무류,1693.9,712.6,421.6,559.7,0,712.6,421.6,559.7,0,0,0,0,0,0,0,0,0
대전,혼합배출,가연성,폐섬유류,9879.7,4268.4,2170.3,3441,0,4268.4,2170.3,3441,0,0,0,0,0,0,0,0,0
대전,혼합배출,가연성,음식물류 폐기물,13988.5,6054.3,3046.3,4887.9,0,6054.3,3046.3,4887.9,0,0,0,0,0,0,0,0,0
대전,혼합배출,가연성,폐목재류,8453.5,5935.6,1042.9,1475,0,1861.6,1042.9,1475,0,0,0,0,0,4074,0,0,0
대전,혼합배출,가연성,기타,87180.7,37662.2,19167.5,30351,0,37662.2,19167.5,30351,0,0,0,0,0,0,0,0,0
대전,혼합배출,불연성,소계,16409.4,7140.2,3694.6,5574.6,0,6968.2,3694.6,5574.6,0,0,0,0,0,172,0,0,0
대전,혼합배출,불연성,폐금속류,3595.5,1648.9,758,1188.6,0,1476.9,758,1188.6,0,0,0,0,0,172,0,0,0
대전,혼합배출,불연성,폐유리류,4754.6,2054.7,1044.5,1655.4,0,2054.7,1044.5,1655.4,0,0,0,0,0,0,0,0,0
대전,혼합배출,불연성,폐토사류,767.4,326.8,182.7,257.9,0,326.8,182.7,257.9,0,0,0,0,0,0,0,0,0
대전,혼합배출,불연성,폐타일 및 도자기류,555.8,231.9,144.1,179.8,0,231.9,144.1,179.8,0,0,0,0,0,0,0,0,0
대전,혼합배출,불연성,연탄재,154.2,58.8,54.9,40.5,0,58.8,54.9,40.5,0,0,0,0,0,0,0,0,0
대전,혼합배출,불연성,기타,6581.9,2819.1,1510.4,2252.4,0,2819.1,1510.4,2252.4,0,0,0,0,0,0,0,0,0
대전,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),6531.7,0,0,6531.7,0,0,0,6531.7,0,0,0,0,0,0,0,0,0
대전,혼합배출,기타(배출불명등),,1398.1,520.7,525.2,352.2,0,520.7,525.2,352.2,0,0,0,0,0,0,0,0,0
대전,재활용 가능자원 분리배출,소계,,109915.3,109915.3,0,0,0,0,0,0,0,0,0,0,0,109915.3,0,0,0
대전,재활용 가능자원 분리배출,폐지류,종이팩,231.3,231.3,0,0,0,0,0,0,0,0,0,0,0,231.3,0,0,0
대전,재활용 가능자원 분리배출,폐지류,기타,27072.2,27072.2,0,0,0,0,0,0,0,0,0,0,0,27072.2,0,0,0
대전,재활용 가능자원 분리배출,고철류,,1050.9,1050.9,0,0,0,0,0,0,0,0,0,0,0,1050.9,0,0,0
대전,재활용 가능자원 분리배출,금속캔,,3212.4,3212.4,0,0,0,0,0,0,0,0,0,0,0,3212.4,0,0,0
대전,재활용 가능자원 분리배출,폐합성수지류,비닐류,16992.2,16992.2,0,0,0,0,0,0,0,0,0,0,0,16992.2,0,0,0
대전,재활용 가능자원 분리배출,폐합성수지류,발포수지류,10628.3,10628.3,0,0,0,0,0,0,0,0,0,0,0,10628.3,0,0,0
대전,재활용 가능자원 분리배출,폐합성수지류,PET병,3727.4,3727.4,0,0,0,0,0,0,0,0,0,0,0,3727.4,0,0,0
대전,재활용 가능자원 분리배출,폐합성수지류,기타,11638.6,11638.6,0,0,0,0,0,0,0,0,0,0,0,11638.6,0,0,0
대전,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,재활용 가능자원 분리배출,폐유리병류,,7445.5,7445.5,0,0,0,0,0,0,0,0,0,0,0,7445.5,0,0,0
대전,재활용 가능자원 분리배출,폐의류,,1948,1948,0,0,0,0,0,0,0,0,0,0,0,1948,0,0,0
대전,재활용 가능자원 분리배출,폐섬유류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,재활용 가능자원 분리배출,조명폐기물,,254.1,254.1,0,0,0,0,0,0,0,0,0,0,0,254.1,0,0,0
대전,재활용 가능자원 분리배출,폐전지류,,127.9,127.9,0,0,0,0,0,0,0,0,0,0,0,127.9,0,0,0
대전,재활용 가능자원 분리배출,영농폐기물,농약용기류,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0
대전,재활용 가능자원 분리배출,영농폐기물,폐비닐,449.7,449.7,0,0,0,0,0,0,0,0,0,0,0,449.7,0,0,0
대전,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,재활용 가능자원 분리배출,폐전기전자제품,,2668.5,2668.5,0,0,0,0,0,0,0,0,0,0,0,2668.5,0,0,0
대전,재활용 가능자원 분리배출,폐가구류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전,재활용 가능자원 분리배출,기타,,309.7,309.7,0,0,0,0,0,0,0,0,0,0,0,309.7,0,0,0
대전,재활용 가능자원 분리배출,재활용 잔재물,,22153.5,22153.5,0,0,0,0,0,0,0,0,0,0,0,22153.5,0,0,0
대전,음식물류 폐기물 분리배출,,,155208.2,155208.2,0,0,0,68031.8,0,0,0,1405.6,0,0,0,85770.8,0,0,0
울산,합계,,,422336.6,210309.2,170716.7,41310.7,0,103929.2,164119.5,41310.7,0,462.4,0,0,0,105917.6,6597.2,0,0
울산,혼합배출,소계,,198641.1,0,157346.3,41294.8,0,0,157346.3,41294.8,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,소계,147605.8,0,147299.6,306.2,0,0,147299.6,306.2,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,폐지류,31744.8,0,31676.3,68.5,0,0,31676.3,68.5,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,폐합성수지류,28736.8,0,28674.8,62,0,0,28674.8,62,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,폐고무류,1036.6,0,1034.4,2.2,0,0,1034.4,2.2,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,폐섬유류,7026.5,0,7011.6,14.9,0,0,7011.6,14.9,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,음식물류 폐기물,9752.1,0,9730.7,21.4,0,0,9730.7,21.4,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,폐목재류,4264.3,0,4258.5,5.8,0,0,4258.5,5.8,0,0,0,0,0,0,0,0,0
울산,혼합배출,가연성,기타,65044.7,0,64913.3,131.4,0,0,64913.3,131.4,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,소계,26017.5,0,6431.1,19586.4,0,0,6431.1,19586.4,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,폐금속류,3393.5,0,1410.8,1982.7,0,0,1410.8,1982.7,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,폐유리류,4937.2,0,1984.4,2952.8,0,0,1984.4,2952.8,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,폐토사류,1290.6,0,281.7,1008.9,0,0,281.7,1008.9,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,폐타일 및 도자기류,377,0,172.6,204.4,0,0,172.6,204.4,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,연탄재,17.7,0,8.4,9.3,0,0,8.4,9.3,0,0,0,0,0,0,0,0,0
울산,혼합배출,불연성,기타,16001.5,0,2573.2,13428.3,0,0,2573.2,13428.3,0,0,0,0,0,0,0,0,0
울산,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),19094.5,0,2546.1,16548.4,0,0,2546.1,16548.4,0,0,0,0,0,0,0,0,0
울산,혼합배출,기타(배출불명등),,5923.3,0,1069.5,4853.8,0,0,1069.5,4853.8,0,0,0,0,0,0,0,0,0
울산,재활용 가능자원 분리배출,소계,,117600,104433.7,13150.4,15.9,0,3803.7,6553.2,15.9,0,0,0,0,0,100630,6597.2,0,0
울산,재활용 가능자원 분리배출,폐지류,종이팩,2796.4,2796.4,0,0,0,22.3,0,0,0,0,0,0,0,2774.1,0,0,0
울산,재활용 가능자원 분리배출,폐지류,기타,28287.8,28287.8,0,0,0,254.1,0,0,0,0,0,0,0,28033.7,0,0,0
울산,재활용 가능자원 분리배출,고철류,,17810.5,17810.5,0,0,0,32.7,0,0,0,0,0,0,0,17777.8,0,0,0
울산,재활용 가능자원 분리배출,금속캔,,6792.8,6792.8,0,0,0,161.6,0,0,0,0,0,0,0,6631.2,0,0,0
울산,재활용 가능자원 분리배출,폐합성수지류,비닐류,7274.2,7274.2,0,0,0,337.8,0,0,0,0,0,0,0,6936.4,0,0,0
울산,재활용 가능자원 분리배출,폐합성수지류,발포수지류,2966.7,2966.7,0,0,0,24.7,0,0,0,0,0,0,0,2942,0,0,0
울산,재활용 가능자원 분리배출,폐합성수지류,PET병,13845.4,13845.4,0,0,0,351.6,0,0,0,0,0,0,0,13493.8,0,0,0
울산,재활용 가능자원 분리배출,폐합성수지류,기타,6865,6865,0,0,0,519,0,0,0,0,0,0,0,6346,0,0,0
울산,재활용 가능자원 분리배출,폐고무류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,재활용 가능자원 분리배출,폐유리병류,,9172,9172,0,0,0,490.4,0,0,0,0,0,0,0,8681.6,0,0,0
울산,재활용 가능자원 분리배출,폐의류,,1606.8,1606.8,0,0,0,10.6,0,0,0,0,0,0,0,1596.2,0,0,0
울산,재활용 가능자원 분리배출,폐섬유류,,216.9,216.9,0,0,0,0,0,0,0,0,0,0,0,216.9,0,0,0
울산,재활용 가능자원 분리배출,조명폐기물,,231.5,231.5,0,0,0,141.8,0,0,0,0,0,0,0,89.7,0,0,0
울산,재활용 가능자원 분리배출,폐전지류,,79.3,79.3,0,0,0,11.4,0,0,0,0,0,0,0,67.9,0,0,0
울산,재활용 가능자원 분리배출,영농폐기물,농약용기류,9.8,9.8,0,0,0,9.5,0,0,0,0,0,0,0,0.3,0,0,0
울산,재활용 가능자원 분리배출,영농폐기물,폐비닐,843.3,843.3,0,0,0,804.7,0,0,0,0,0,0,0,38.6,0,0,0
울산,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,재활용 가능자원 분리배출,폐전기전자제품,,2472,2472,0,0,0,631.5,0,0,0,0,0,0,0,1840.5,0,0,0
울산,재활용 가능자원 분리배출,폐가구류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,재활용 가능자원 분리배출,기타,,3163.3,3163.3,0,0,0,0,0,0,0,0,0,0,0,3163.3,0,0,0
울산,재활용 가능자원 분리배출,재활용 잔재물,,13166.3,0,13150.4,15.9,0,0,6553.2,15.9,0,0,0,0,0,0,6597.2,0,0
울산,음식물류 폐기물 분리배출,,,106095.5,105875.5,220,0,0,100125.5,220,0,0,462.4,0,0,0,5287.6,0,0,0
세종,합계,,,117891.2,88501.1,29390.1,0,0,28055.9,15345.1,0,0,0,0,0,0,60445.2,14045,0,0
세종,혼합배출,소계,,50915.9,21525.8,29390.1,0,0,21525.8,15345.1,0,0,0,0,0,0,0,14045,0,0
세종,혼합배출,가연성,소계,47279.8,19988.6,27291.2,0,0,19988.6,14249.2,0,0,0,0,0,0,0,13042,0,0
세종,혼합배출,가연성,폐지류,14832.5,6270.8,8561.7,0,0,6270.8,4470.2,0,0,0,0,0,0,0,4091.5,0,0
세종,혼합배출,가연성,폐합성수지류,11513.7,4867.7,6646,0,0,4867.7,3470,0,0,0,0,0,0,0,3176,0,0
세종,혼합배출,가연성,폐고무류,692.8,292.9,399.9,0,0,292.9,208.8,0,0,0,0,0,0,0,191.1,0,0
세종,혼합배출,가연성,폐섬유류,2119.2,895.9,1223.3,0,0,895.9,638.7,0,0,0,0,0,0,0,584.6,0,0
세종,혼합배출,가연성,음식물류 폐기물,2818.7,1191.7,1627,0,0,1191.7,849.5,0,0,0,0,0,0,0,777.5,0,0
세종,혼합배출,가연성,폐목재류,1100.2,465.1,635.1,0,0,465.1,331.6,0,0,0,0,0,0,0,303.5,0,0
세종,혼합배출,가연성,기타,14202.7,6004.5,8198.2,0,0,6004.5,4280.4,0,0,0,0,0,0,0,3917.8,0,0
세종,혼합배출,불연성,소계,3636.1,1537.2,2098.9,0,0,1537.2,1095.9,0,0,0,0,0,0,0,1003,0,0
세종,혼합배출,불연성,폐금속류,1022,432.1,589.9,0,0,432.1,308,0,0,0,0,0,0,0,281.9,0,0
세종,혼합배출,불연성,폐유리류,1661.7,702.5,959.2,0,0,702.5,500.8,0,0,0,0,0,0,0,458.4,0,0
세종,혼합배출,불연성,폐토사류,99.4,42,57.4,0,0,42,30,0,0,0,0,0,0,0,27.4,0,0
세종,혼합배출,불연성,폐타일 및 도자기류,68.1,28.8,39.3,0,0,28.8,20.5,0,0,0,0,0,0,0,18.8,0,0
세종,혼합배출,불연성,연탄재,377.3,159.5,217.8,0,0,159.5,113.7,0,0,0,0,0,0,0,104.1,0,0
세종,혼합배출,불연성,기타,407.6,172.3,235.3,0,0,172.3,122.9,0,0,0,0,0,0,0,112.4,0,0
세종,혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,혼합배출,기타(배출불명등),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,소계,,51293.6,51293.6,0,0,0,3699.3,0,0,0,0,0,0,0,47594.3,0,0,0
세종,재활용 가능자원 분리배출,폐지류,종이팩,441.3,441.3,0,0,0,111,0,0,0,0,0,0,0,330.3,0,0,0
세종,재활용 가능자원 분리배출,폐지류,기타,11379.6,11379.6,0,0,0,169.1,0,0,0,0,0,0,0,11210.5,0,0,0
세종,재활용 가능자원 분리배출,고철류,,28427.2,28427.2,0,0,0,78.6,0,0,0,0,0,0,0,28348.6,0,0,0
세종,재활용 가능자원 분리배출,금속캔,,662,662,0,0,0,74.8,0,0,0,0,0,0,0,587.2,0,0,0
세종,재활용 가능자원 분리배출,폐합성수지류,비닐류,1521.3,1521.3,0,0,0,990.5,0,0,0,0,0,0,0,530.8,0,0,0
세종,재활용 가능자원 분리배출,폐합성수지류,발포수지류,398.2,398.2,0,0,0,31.2,0,0,0,0,0,0,0,367,0,0,0
세종,재활용 가능자원 분리배출,폐합성수지류,PET병,1363.6,1363.6,0,0,0,336,0,0,0,0,0,0,0,1027.6,0,0,0
세종,재활용 가능자원 분리배출,폐합성수지류,기타,1743.5,1743.5,0,0,0,165.5,0,0,0,0,0,0,0,1578,0,0,0
세종,재활용 가능자원 분리배출,폐고무류,,36.7,36.7,0,0,0,0,0,0,0,0,0,0,0,36.7,0,0,0
세종,재활용 가능자원 분리배출,폐유리병류,,3062.8,3062.8,0,0,0,457.2,0,0,0,0,0,0,0,2605.6,0,0,0
세종,재활용 가능자원 분리배출,폐의류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,폐섬유류,,110.1,110.1,0,0,0,0,0,0,0,0,0,0,0,110.1,0,0,0
세종,재활용 가능자원 분리배출,조명폐기물,,37,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
세종,재활용 가능자원 분리배출,폐전지류,,22,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
세종,재활용 가능자원 분리배출,영농폐기물,농약용기류,19.6,19.6,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,영농폐기물,폐비닐,396.2,396.2,0,0,0,396.2,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,폐식용유,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,폐전기전자제품,,732.9,732.9,0,0,0,0,0,0,0,0,0,0,0,732.9,0,0,0
세종,재활용 가능자원 분리배출,폐가구류,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종,재활용 가능자원 분리배출,기타,,70,70,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
세종,재활용 가능자원 분리배출,재활용 잔재물,,869.6,869.6,0,0,0,869.6,0,0,0,0,0,0,0,0,0,0,0
세종,음식물류 폐기물 분리배출,,,15681.7,15681.7,0,0,0,2830.8,0,0,0,0,0,0,0,12850.9,0,0,0
경기,합계,,,3901516.4,2140990,1405946.4,340173.9,14406.1,1096148.5,1312805.1,338026.6,0,5746.2,0,0,872.8,1039095.3,93141.3,2147.3,13533.3
경기,혼합배출,소계,,1888535.9,199859.3,1341348.7,335258.6,12069.3,100914.1,1272542,333134.2,0,0,0,0,0,98945.2,68806.7,2124.4,12069.3
경기,혼합배출,가연성,소계,1677446.7,166465,1242765.7,257945.9,10270.1,93421.1,1182797.7,257945.9,0,0,0,0,0,73043.9,59968,0,10270.1
경기,혼합배출,가연성,폐지류,415479.2,12947.8,350717.8,48623.8,3189.8,8552,340158.5,48623.8,0,0,0,0,0,4395.8,10559.3,0,3189.8
경기,혼합배출,가연성,폐합성수지류,421970.4,37902.7,315719.1,65873.5,2475.1,18201,286633.8,65873.5,0,0,0,0,0,19701.7,29085.3,0,2475.1
경기,혼합배출,가연성,폐고무류,43867.9,1671,36877.9,5216.4,102.6,1366,36143.9,5216.4,0,0,0,0,0,305,734,0,102.6
경기,혼합배출,가연성,폐섬유류,129391.6,2513.7,106728.9,19633.6,515.4,942,106129.6,19633.6,0,0,0,0,0,1571.7,599.3,0,515.4
경기,혼합배출,가연성,음식물류 폐기물,142527.4,5392.1,121557.6,14961.7,616,3241,119079.3,14961.7,0,0,0,0,0,2151.1,2478.3,0,616
경기,혼합배출,가연성,폐목재류,137265.6,47409.2,82423.7,7116.7,316,10737.3,76154.3,7116.7,0,0,0,0,0,36671.9,6269.4,0,316
경기,혼합배출,가연성,기타,386944.6,58628.5,228740.7,96520.2,3055.2,50381.8,218498.3,96520.2,0,0,0,0,0,8246.7,10242.4,0,3055.2
